project,PMID,Title,llm_suggest,overall_score,disease_score,population_score,location_score,evidence_score,parameter_score,confidence,pub_types,overall_justification,Abstract
covid19/reproduction_number/p7,32760133,Monitoring Italian COVID-19 spread by a forced SEIRD model.,unlikely_candidate,3,4,4,4,3,2,0.7,Journal Article,"The study is highly relevant to COVID-19, human populations, and Italy, and presents original modeling analysis of empirical data. However, it does not explicitly report the basic reproduction number (R0), making its direct relevance to the research question uncertain.","Due to the recent evolution of the COVID-19 outbreak, the scientific community is making efforts to analyse models for understanding the present situation and for predicting future scenarios. In this paper, we propose a forced Susceptible-Exposed-Infected-Recovered-Dead (fSEIRD) differential model for the analysis and forecast of the COVID-19 spread in Italian regions, using the data from the Italian Protezione Civile (Italian Civil Protection Department) from 24/02/2020. In this study, we inves"
covid19/reproduction_number/p7,33003939,Power-law distribution in the number of confirmed COVID-19 cases.,unlikely_candidate,3,4,4,3,3,1,0.9,Journal Article,"The study is highly relevant to COVID-19 and human populations, using real-world data, but it does not address the basic reproduction number (R0). It focuses on macro-epidemiological patterns and power-law distributions, making it tangential to the research question.","COVID-19 is an emerging respiratory infectious disease caused by the coronavirus SARS-CoV-2. It was first reported on in early December 2019 in Wuhan, China and within three months spread as a pandemic around the whole globe. Here, we study macro-epidemiological patterns along the time course of the COVID-19 pandemic. We compute the distribution of confirmed COVID-19 cases and deaths for countries worldwide and for counties in the US and show that both distributions follow a truncated power-law "
covid19/reproduction_number/p8,32342242,Outbreak dynamics of COVID-19 in China and the United States.,unlikely_candidate,3,4,4,4,1,4,1.0,Journal Article,"The study is highly relevant to the research question as it explicitly estimates R0 for COVID-19 in real-world populations (China and the United States). However, it is a modeling study without original empirical data, which affects the original evidence dimension.","On March 11, 2020, the World Health Organization declared the coronavirus disease 2019, COVID-19, a global pandemic. In an unprecedented collective effort, massive amounts of data are now being collected worldwide to estimate the immediate and long-term impact of this pandemic on the health system and the global economy. However, the precise timeline of the disease, its transmissibility, and the effect of mitigation strategies remain incompletely understood. Here we integrate a global network mo"
covid19/reproduction_number/p8,32468343,Estimation of reproduction numbers of COVID-19 in typical countries and epidemic trends under different prevention and control scenarios.,unlikely_candidate,3,4,4,4,1,4,1.0,Journal Article,"The study is highly relevant to the research question in terms of disease, population, location, and parameter, but it is a modeling study without original empirical data, which limits its contribution to estimating R0 from primary data.","The coronavirus disease 2019 (COVID-19) has become a life-threatening pandemic. The epidemic trends in different countries vary considerably due to different policy-making and resources mobilization. We calculated basic reproduction number (R0) and the time-varying estimate of the effective reproductive number (Rt) of COVID-19 by using the maximum likelihood method and the sequential Bayesian method, respectively. European and North American countries possessed higher R0 and unsteady Rt fluctuat"
covid19/reproduction_number/p8,32627172,Estimation of incubation period and generation time based on observed length-biased epidemic cohort with censoring for COVID-19 outbreak in China.,unlikely_candidate,3,4,4,4,1,4,1.0,"Journal Article; Research Support, Non-U.S. Gov't; Comment","The study is highly relevant to the research question in terms of disease, population, location, and parameter, but the publication type 'Comment' indicates it is not original empirical research, thus scoring low on original evidence.","The incubation period and generation time are key characteristics in the analysis of infectious diseases. The commonly used contact-tracing-based estimation of incubation distribution is highly influenced by the individuals' judgment on the possible date of exposure, and might lead to significant errors. On the other hand, interval censoring-based methods are able to utilize a much larger set of traveling data but may encounter biased sampling problems. The distribution of generation time is usu"
covid19/reproduction_number/p8,32498655,"The role of asymptomatic class, quarantine and isolation in the transmission of COVID-19.",unlikely_candidate,3,4,4,3,1,4,1.0,Journal Article,"The study is highly relevant to the research question as it explicitly estimates R0 for COVID-19 using a transmission model and real-world data. However, it is a modeling study without original empirical data collection, which limits its score on the original evidence dimension.","We formulate a deterministic epidemic model for the spread of Corona Virus Disease (COVID-19). We have included asymptomatic, quarantine and isolation compartments in the model, as studies have stressed upon the importance of these population groups on the transmission of the disease. We calculate the basic reproduction number [Formula: see text] and show that for [Formula: see text] the disease dies out and for [Formula: see text] the disease is endemic. Using sensitivity analysis we establish "
covid19/reproduction_number/p8,32727547,Impact of lockdown on COVID-19 epidemic in Île-de-France and possible exit strategies.,unlikely_candidate,3,4,4,4,1,4,0.9,"Journal Article; Research Support, Non-U.S. Gov't","The study is highly relevant to the research question as it estimates the basic reproduction number of COVID-19 in a real-world population (Île-de-France). However, it is a modeling study without original empirical data collection from human subjects, which limits its score on the original evidence dimension.","BACKGROUND: More than half of the global population is under strict forms of social distancing. Estimating the expected impact of lockdown and exit strategies is critical to inform decision makers on the management of the COVID-19 health crisis. METHODS: We use a stochastic age-structured transmission model integrating data on age profile and social contacts in Île-de-France to (i) assess the epidemic in the region, (ii) evaluate the impact of lockdown, and (iii) propose possible exit strategies"
covid19/reproduction_number/p8,32093043,Risk Assessment of Novel Coronavirus COVID-19 Outbreaks Outside China.,unlikely_candidate,3,4,3,3,1,3,0.8,Journal Article,"The study is relevant to COVID-19 and discusses reproduction numbers in a real-world geographic context, but it is a modeling study without original empirical data, and the parameter is R_loc rather than R0.","We developed a computational tool to assess the risks of novel coronavirus outbreaks outside of China. We estimate the dependence of the risk of a major outbreak in a country from imported cases on key parameters such as: (i) the evolution of the cumulative number of cases in mainland China outside the closed areas; (ii) the connectivity of the destination country with China, including baseline travel frequencies, the effect of travel restrictions, and the efficacy of entry screening at destinat"
covid19/reproduction_number/p15,32048815,Preliminary prediction of the basic reproduction number of the Wuhan novel coronavirus 2019-nCoV.,unlikely_candidate,3,4,4,3,1,4,0.9,Journal Article,"The study is highly relevant to the research question, explicitly estimating R0 for COVID-19 using human case data from China. However, it is a modeling study without original empirical data collection, which reduces its score on the original evidence dimension.","OBJECTIVES: To estimate the basic reproduction number of the Wuhan novel coronavirus (2019-nCoV). METHODS: Based on the susceptible-exposed-infected-removed (SEIR) compartment model and the assumption that the infectious cases with symptoms occurred before 26 January, 2020 are resulted from free propagation without intervention, we estimate the basic reproduction number of 2019-nCoV according to the reported confirmed cases and suspected cases, as well as the theoretical estimated number of infe"
covid19/reproduction_number/p15,32111262,A mathematical model for simulating the phase-based transmissibility of a novel coronavirus.,unlikely_candidate,3,4,3,2,1,4,1.0,Journal Article,"The study is highly relevant to COVID-19 and explicitly estimates R0, but it is a mathematical modeling study without original empirical data, and the population includes animal components, making it less suitable for a systematic review focused on human empirical evidence.","BACKGROUND: As reported by the World Health Organization, a novel coronavirus (2019-nCoV) was identified as the causative virus of Wuhan pneumonia of unknown etiology by Chinese authorities on 7 January, 2020. The virus was named as severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) by International Committee on Taxonomy of Viruses on 11 February, 2020. This study aimed to develop a mathematical model for calculating the transmissibility of the virus. METHODS: In this study, we develop"
covid19/reproduction_number/p15,32046137,Estimation of the Transmission Risk of the 2019-nCoV and Its Implication for Public Health Interventions.,unlikely_candidate,3,4,4,4,1,4,0.9,Journal Article,"The study is highly relevant to COVID-19 (disease), human populations, and the geographic context, and it explicitly estimates the reproduction number. However, it is a modeling study without original empirical data, which reduces its score on the original evidence dimension. The overall relevance is moderate due to the lack of primary data.","Since the emergence of the first cases in Wuhan, China, the novel coronavirus (2019-nCoV) infection has been quickly spreading out to other provinces and neighboring countries. Estimation of the basic reproduction number by means of mathematical modeling can be helpful for determining the potential and severity of an outbreak and providing critical information for identifying the type of disease interventions and intensity. A deterministic compartmental model was devised based on the clinical pr"
covid19/reproduction_number/p15,34053269,Novel coronavirus 2019-nCoV (COVID-19): early estimation of epidemiological parameters and epidemic size estimates.,unlikely_candidate,3,4,4,4,1,4,1.0,"Journal Article; Research Support, Non-U.S. Gov't","The study is highly relevant to COVID-19, human populations, and the R0 parameter, but it is a modeling study without original empirical data, scoring low on original evidence.","Since it was first identified, the epidemic scale of the recently emerged novel coronavirus (2019-nCoV) in Wuhan, China, has increased rapidly, with cases arising across China and other countries and regions. Using a transmission model, we estimate a basic reproductive number of 3.11 (95% CI, 2.39-4.13), indicating that 58-76% of transmissions must be prevented to stop increasing. We also estimate a case ascertainment rate in Wuhan of 5.0% (95% CI, 3.6-7.4). The true size of the epidemic may be "
covid19/reproduction_number/p16,32470164,"Estimation of the basic reproduction number, average incubation time, asymptomatic infection rate, and case fatality rate for COVID-19: Meta-analysis and sensitivity analysis.",unlikely_candidate,3,4,4,2,1,4,1.0,"Journal Article; Meta-Analysis; Research Support, Non-U.S. Gov't","The study is highly relevant to the research question in terms of disease, population, and target parameter, but it is a meta-analysis (not original empirical evidence) and lacks geographic context. The parameter R0 is explicitly estimated and reported.","The coronavirus disease-2019 (COVID-19) has been found to be caused by the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). However, comprehensive knowledge of COVID-19 remains incomplete and many important features are still unknown. This manuscript conducts a meta-analysis and a sensitivity study to answer the questions: What is the basic reproduction number? How long is the incubation time of the disease on average? What portion of infections are asymptomatic? And ultimately, wha"
covid19/reproduction_number/p16,32119825,Feasibility of controlling COVID-19 outbreaks by isolation of cases and contacts.,unlikely_candidate,3,4,4,2,1,4,0.9,"Journal Article; Research Support, Non-U.S. Gov't","The study is highly relevant to the research question as it explicitly investigates the basic reproduction number (R0) of COVID-19 and its impact on outbreak control. However, it is a modeling study without original empirical data, which limits its score on the original evidence dimension. The population and disease relevance are strong, but location relevance is low due to the lack of a specific geographic context.","BACKGROUND: Isolation of cases and contact tracing is used to control outbreaks of infectious diseases, and has been used for coronavirus disease 2019 (COVID-19). Whether this strategy will achieve control depends on characteristics of both the pathogen and the response. Here we use a mathematical model to assess if isolation and contact tracing are able to control onwards transmission from imported cases of COVID-19. METHODS: We developed a stochastic transmission model, parameterised to the CO"
covid19/reproduction_number/p16,32334115,Preliminary estimates of the reproduction number of the coronavirus disease (COVID-19) outbreak in Republic of Korea and Italy by 5 March 2020.,unlikely_candidate,3,4,4,4,1,4,1.0,Journal Article,"The study is highly relevant to the research question: it explicitly estimates R0 for COVID-19 in real-world populations (Republic of Korea and Italy). However, it is a modeling study, not original empirical research, which may affect inclusion criteria depending on the review's scope.","The novel coronavirus disease 2019 (COVID-19) outbreak has caused 6088 cases and 41 deaths in Republic of Korea, and 3144 cases and 107 death in Italy by 5 March 2020, respectively. We modelled the transmission process in the Republic of Korea and Italy with a stochastic model, and estimated the basic reproduction number R0 as 2.6 (95% CI: 2.3-2.9) or 3.2 (95% CI: 2.9-3.5) in the Republic of Korea, under the assumption that the exponential growth starting on 31 January or 5 February 2020, and 2."
covid19/reproduction_number/p16,32111262,A mathematical model for simulating the phase-based transmissibility of a novel coronavirus.,unlikely_candidate,3,4,3,2,1,4,0.9,Journal Article,"The study is highly relevant to the research question as it explicitly estimates R0 for COVID-19 using a mathematical model. It scores high on disease and parameter relevance. However, it lacks original empirical data (modeling-only) and has indirect location relevance. The population relevance is moderate due to inclusion of animal components.","BACKGROUND: As reported by the World Health Organization, a novel coronavirus (2019-nCoV) was identified as the causative virus of Wuhan pneumonia of unknown etiology by Chinese authorities on 7 January, 2020. The virus was named as severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) by International Committee on Taxonomy of Viruses on 11 February, 2020. This study aimed to develop a mathematical model for calculating the transmissibility of the virus. METHODS: In this study, we develop"
covid19/reproduction_number/p16,32181488,The positive impact of lockdown in Wuhan on containing the COVID-19 outbreak in China.,unlikely_candidate,3,4,4,4,4,2,0.8,Journal Article,"The study is highly relevant to COVID-19, human populations, and real-world location, and provides original empirical evidence. However, it does not explicitly report the basic reproduction number (R0), making it less directly relevant to the research question.","BACKGROUND: With its epicenter in Wuhan, China, the COVID-19 outbreak was declared a Public Health Emergency of International Concern by the World Health Organization (WHO). Consequently, many countries have implemented flight restrictions to China. China itself has imposed a lockdown of the population of Wuhan as well as the entire Hubei province. However, whether these two enormous measures have led to significant changes in the spread of COVID-19 cases remains unclear. METHODS: We analyzed th"
covid19/reproduction_number/p16,32046137,Estimation of the Transmission Risk of the 2019-nCoV and Its Implication for Public Health Interventions.,unlikely_candidate,3,4,4,4,1,4,0.9,Journal Article,"The study is highly relevant to COVID-19, human populations, and the target parameter R0, with a real-world geographic context. However, it is a modeling study without original empirical data, which limits its score on the original evidence dimension.","Since the emergence of the first cases in Wuhan, China, the novel coronavirus (2019-nCoV) infection has been quickly spreading out to other provinces and neighboring countries. Estimation of the basic reproduction number by means of mathematical modeling can be helpful for determining the potential and severity of an outbreak and providing critical information for identifying the type of disease interventions and intensity. A deterministic compartmental model was devised based on the clinical pr"
covid19/reproduction_number/p16,34053269,Novel coronavirus 2019-nCoV (COVID-19): early estimation of epidemiological parameters and epidemic size estimates.,unlikely_candidate,3,4,4,4,1,4,1.0,"Journal Article; Research Support, Non-U.S. Gov't","The study is highly relevant to the research question as it explicitly estimates the basic reproduction number (R0) of COVID-19 in a real-world setting (Wuhan, China). However, it is a modeling study without original empirical data from human subjects, which reduces its score on the original evidence dimension.","Since it was first identified, the epidemic scale of the recently emerged novel coronavirus (2019-nCoV) in Wuhan, China, has increased rapidly, with cases arising across China and other countries and regions. Using a transmission model, we estimate a basic reproductive number of 3.11 (95% CI, 2.39-4.13), indicating that 58-76% of transmissions must be prevented to stop increasing. We also estimate a case ascertainment rate in Wuhan of 5.0% (95% CI, 3.6-7.4). The true size of the epidemic may be "
covid19/reproduction_number/p16,32144116,The effect of travel restrictions on the spread of the 2019 novel coronavirus (COVID-19) outbreak.,unlikely_candidate,3,4,4,4,3,1,1.0,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.","The study is highly relevant to COVID-19, human populations, and real-world locations, and presents original modeling evidence. However, it does not report the basic reproduction number (R0), making it tangential to the specific research question.","Motivated by the rapid spread of coronavirus disease 2019 (COVID-19) in mainland China, we use a global metapopulation disease transmission model to project the impact of travel limitations on the national and international spread of the epidemic. The model is calibrated on the basis of internationally reported cases and shows that, at the start of the travel ban from Wuhan on 23 January 2020, most Chinese cities had already received many infected travelers. The travel quarantine of Wuhan delaye"
covid19/reproduction_number/p16,32511457,Risk for Transportation of 2019 Novel Coronavirus (COVID-19) from Wuhan to Cities in China.,unlikely_candidate,3,4,4,4,3,1,0.9,Preprint; Journal Article,"The study is highly relevant to COVID-19, human populations, and a real-world location, and presents original empirical analysis. However, it does not address the target parameter (R0), focusing instead on transportation risk probabilities. Therefore, it is not directly relevant to the research question.","On January 23, 2020, China quarantined Wuhan to contain an emerging coronavirus (COVID-19). We estimated the probability of transportation of COVID-19 from Wuhan to 369 cities in China before the quarantine. The expected risk is >50% in 130 (95% CI 89-190) cities and >99% in the 4 largest metropolitan areas of China."
covid19/reproduction_number/p16,32647358,Revealing COVID-19 transmission in Australia by SARS-CoV-2 genome sequencing and agent-based modeling.,unlikely_candidate,3,4,4,4,4,1,1.0,"Journal Article; Research Support, Non-U.S. Gov't","The study is highly relevant to COVID-19, human populations, and Australia, and presents original empirical data. However, it does not address the target parameter (R0), making it less relevant for the specific research question.","In January 2020, a novel betacoronavirus (family Coronaviridae), named severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), was identified as the etiological agent of a cluster of pneumonia cases occurring in Wuhan City, Hubei Province, China1,2. The disease arising from SARS-CoV-2 infection, coronavirus disease 2019 (COVID-19), subsequently spread rapidly causing a worldwide pandemic. Here we examine the added value of near real-time genome sequencing of SARS-CoV-2 in a subpopulation o"
covid19/reproduction_number/p17,34053269,Novel coronavirus 2019-nCoV (COVID-19): early estimation of epidemiological parameters and epidemic size estimates.,unlikely_candidate,3,4,4,4,1,4,0.9,"Journal Article; Research Support, Non-U.S. Gov't","The study is highly relevant to COVID-19 R0 estimation, with explicit reporting of the basic reproduction number. However, it is a modeling study without original empirical data collection, which limits its score on the original evidence dimension.","Since it was first identified, the epidemic scale of the recently emerged novel coronavirus (2019-nCoV) in Wuhan, China, has increased rapidly, with cases arising across China and other countries and regions. Using a transmission model, we estimate a basic reproductive number of 3.11 (95% CI, 2.39-4.13), indicating that 58-76% of transmissions must be prevented to stop increasing. We also estimate a case ascertainment rate in Wuhan of 5.0% (95% CI, 3.6-7.4). The true size of the epidemic may be "
covid19/reproduction_number/p17,32053479,Risk for Transportation of Coronavirus Disease from Wuhan to Other Cities in China.,unlikely_candidate,3,4,4,4,3,2,0.8,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't","The study is highly relevant to COVID-19, human populations, and real-world location, and presents original empirical modeling. However, it does not explicitly report the basic reproduction number (R0), focusing instead on transportation risk probabilities. Therefore, it scores low on the target parameter dimension.","On January 23, 2020, China quarantined Wuhan to contain coronavirus disease (COVID-19). We estimated the probability of transportation of COVID-19 from Wuhan to 369 other cities in China before the quarantine. Expected COVID-19 risk is >50% in 130 (95% CI 89-190) cities and >99% in the 4 largest metropolitan areas."
covid19/reproduction_number/p17,32511421,Doubling Time of the COVID-19 Epidemic by Chinese Province.,unlikely_candidate,3,4,4,4,3,2,0.8,Preprint; Journal Article,"The study is highly relevant to COVID-19 and human populations with real-world geographic data, but it reports doubling time rather than the basic reproduction number (R0). The parameter relevance is indirect, and the original evidence is somewhat unclear from the abstract alone.","COVID-19 epidemic doubling time by Chinese province was increasing from January 20 through February 9, 2020. The harmonic mean of the arithmetic mean doubling time estimates ranged from 1.4 (Hunan, 95% CI, 1.2-2.0) to 3.1 (Xinjiang, 95% CI, 2.1-4.8), with an estimate of 2.5 days (95% CI, 2.4-2.6) for Hubei."
covid19/reproduction_number/p17,32179701,Substantial undocumented infection facilitates the rapid dissemination of novel coronavirus (SARS-CoV-2).,unlikely_candidate,3,4,4,4,4,2,0.8,"Journal Article; Research Support, N.I.H., Extramural","The study is highly relevant to COVID-19, human populations, and real-world location, and presents original empirical evidence. However, it does not explicitly report the basic reproduction number (R0), making its direct relevance to the research question uncertain.","Estimation of the prevalence and contagiousness of undocumented novel coronavirus [severe acute respiratory syndrome-coronavirus 2 (SARS-CoV-2)] infections is critical for understanding the overall prevalence and pandemic potential of this disease. Here, we use observations of reported infection within China, in conjunction with mobility data, a networked dynamic metapopulation model, and Bayesian inference, to infer critical epidemiological characteristics associated with SARS-CoV-2, including "
covid19/reproduction_number/p17,32693748,Reconciling early-outbreak estimates of the basic reproductive number and its uncertainty: framework and applications to the novel coronavirus (SARS-CoV-2) outbreak.,unlikely_candidate,3,4,4,3,1,4,0.9,"Journal Article; Research Support, Non-U.S. Gov't","The study is highly relevant to the research question (R0 of COVID-19) with strong disease, population, location, and parameter relevance. However, it is not an original empirical study; it presents a statistical framework for reconciling existing estimates, thus scoring low on original evidence.","A novel coronavirus (SARS-CoV-2) emerged as a global threat in December 2019. As the epidemic progresses, disease modellers continue to focus on estimating the basic reproductive number [Formula: see text]-the average number of secondary cases caused by a primary case in an otherwise susceptible population. The modelling approaches and resulting estimates of [Formula: see text] during the beginning of the outbreak vary widely, despite relying on similar data sources. Here, we present a statistic"
covid19/serial_interval/p10,36483190,"Uncovering the Impact of Control Strategies on the Transmission Pattern of SARS-CoV-2 - Ruili City, Yunnan Province, China, February-March 2022.",unlikely_candidate,3,4,4,4,4,1,1.0,Journal Article,"The study is highly relevant to COVID-19, human populations, and real-world settings, and presents original empirical data. However, it does not address the target parameters (serial interval, generation interval/time) explicitly or as a central outcome, resulting in low parameter relevance.","INTRODUCTION: The implementation of public health and social measures (PHSMs) was an effective option for controlling coronavirus disease 2019 (COVID-19). However, evidence is needed to evaluate these PHSMs' effects on the recently emerged variant Omicron. METHODS: This study investigated variant Omicron BA.2's outbreak in Ruili City, Yunnan Province, China. The disease transmission dynamics, spatiotemporal interactions, and transmission networks were analyzed to illustrate the effect of PHSM st"
covid19/serial_interval/p11,32035431,Epidemiologic characteristics of early cases with 2019 novel coronavirus (2019-nCoV) disease in Korea.,unlikely_candidate,3,4,4,4,4,1,1.0,Journal Article,"The study is highly relevant for disease, population, location, and original evidence, but it does not address the target parameters (serial interval or generation time). Therefore, it is not suitable for inclusion in a review focused on these specific transmission parameters.","In about 20 days since the diagnosis of the first case of the 2019 novel coronavirus (2019-nCoV) in Korea on January 20, 2020, 28 cases have been confirmed. Fifteen patients (53.6%) of them were male and median age of was 42 years (range, 20-73). Of the confirmed cases, 16, 9, and 3 were index (57.2%), first-generation (32.1%), and second-generation (10.7%) cases, respectively. All first-generation and second-generation patients were family members or intimate acquaintances of the index cases wi"
covid19/serial_interval/p11,32943787,Clustering and superspreading potential of SARS-CoV-2 infections in Hong Kong.,unlikely_candidate,3,4,4,4,4,1,0.9,"Journal Article; Research Support, Non-U.S. Gov't","The study is highly relevant to SARS-CoV-2 transmission in humans with original empirical data from Hong Kong, but it does not report serial interval or generation time, making it tangential to the specific research question.","Superspreading events (SSEs) have characterized previous epidemics of severe acute respiratory syndrome coronavirus (SARS-CoV) and Middle East respiratory syndrome coronavirus (MERS-CoV) infections1-6. For SARS-CoV-2, the degree to which SSEs are involved in transmission remains unclear, but there is growing evidence that SSEs might be a typical feature of COVID-197,8. Using contact tracing data from 1,038 SARS-CoV-2 cases confirmed between 23 January and 28 April 2020 in Hong Kong, we identifie"
covid19/serial_interval/p11,36263065,SARS-CoV-2 containment was achievable during the early stage of the pandemic: a retrospective modelling study of the Xinfadi outbreak in Beijing.,unlikely_candidate,2,4,4,4,1,0,1.0,Preprint; Journal Article,"The study is highly relevant to SARS-CoV-2 and uses real-world outbreak data, but it is a modeling study without original empirical data and does not estimate serial interval or generation time.","Prior to the emergence of the Omicron variant, many cities in China had been able to maintain a ""Zero-COVID"" policy. They were able to achieve this without blanket city-wide lockdown and through widespread testing and an extensive set of nonpharmaceutical interventions (NPIs), such as mask wearing, contact tracing, and social distancing. We wanted to examine the effectiveness of such a policy in containing SARS-CoV-2 in the early stage of the pandemic. Therefore, we developed a fully stochastic,"
covid19/serial_interval/p12,33088292,Meta-analysis of several epidemic characteristics of COVID-19.,unlikely_candidate,3,4,4,3,1,4,0.9,Journal Article,"The study is highly relevant to the research question as it explicitly investigates the serial interval of COVID-19 using real-world data from China. However, it is a meta-analysis, not an original empirical study, which limits its score on original evidence. The disease, population, and parameter dimensions are strongly supported.","As the COVID-19 pandemic has strongly disrupted people's daily work and life, a great amount of scientific research has been conducted to understand the key characteristics of this new epidemic. In this manuscript, we focus on four crucial epidemic metrics with regard to the COVID-19, namely the basic reproduction number, the incubation period, the serial interval and the epidemic doubling time. We collect relevant studies based on the COVID-19 data in China and conduct a meta-analysis to obtain"
covid19/serial_interval/p12,33362233,Estimation of the incubation period of COVID-19 in Vietnam.,unlikely_candidate,3,4,4,4,4,1,1.0,Journal Article,"The study is highly relevant for disease, population, location, and original evidence, but it does not address the target parameters (serial interval or generation time), focusing instead on incubation period.",OBJECTIVE: To estimate the incubation period of Vietnamese confirmed COVID-19 cases. METHODS: Only confirmed COVID-19 cases who are Vietnamese and locally infected with available data on date of symptom onset and clearly defined window of possible SARS-CoV-2 exposure were included. We used three parametric forms with Hamiltonian Monte Carlo method for Bayesian Inference to estimate incubation period for Vietnamese COVID-19 cases. Leave-one-out Information Criterion was used to assess the perform
covid19/serial_interval/p13,32244365,A Systematic Review of COVID-19 Epidemiology Based on Current Evidence.,unlikely_candidate,3,4,4,3,0,4,0.9,Journal Article; Review,"The study is highly relevant to COVID-19 and explicitly reports serial interval estimates, but it is a systematic review without original empirical data, scoring low on original evidence.","As the novel coronavirus (SARS-CoV-2) continues to spread rapidly across the globe, we aimed to identify and summarize the existing evidence on epidemiological characteristics of SARS-CoV-2 and the effectiveness of control measures to inform policymakers and leaders in formulating management guidelines, and to provide directions for future research. We conducted a systematic review of the published literature and preprints on the coronavirus disease (COVID-19) outbreak following predefined eligi"
covid19/serial_interval/p13,32284616,"Estimating clinical severity of COVID-19 from the transmission dynamics in Wuhan, China.",unlikely_candidate,3,4,4,4,4,0,1.0,"Letter; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't","The study is highly relevant to COVID-19, human populations, and real-world location, and presents original empirical evidence. However, it does not address the target parameters (serial interval or generation time), making it irrelevant to the specific research question.","As of 29 February 2020 there were 79,394 confirmed cases and 2,838 deaths from COVID-19 in mainland China. Of these, 48,557 cases and 2,169 deaths occurred in the epicenter, Wuhan. A key public health priority during the emergence of a novel pathogen is estimating clinical severity, which requires properly adjusting for the case ascertainment rate and the delay between symptoms onset and death. Using public and published information, we estimate that the overall symptomatic case fatality risk (t"
covid19/serial_interval/p13,32301964,Characteristics of Household Transmission of COVID-19.,unlikely_candidate,3,4,4,3,4,1,0.9,Journal Article; Multicenter Study,"The study is highly relevant to COVID-19 transmission in humans with original empirical data, but it does not address the specific parameters of serial interval or generation time.","BACKGROUND: Since December 2019, SARS-CoV-2 has extended to most parts of China with >80 000 cases and to at least 100 countries with >60 000 international cases as of 15 March 2020. Here we used a household cohort study to determine the features of household transmission of COVID-19. METHODS: A total of 105 index patients and 392 household contacts were enrolled. Both index patients and household members were tested by SARS-CoV-2 RT-PCR. Information on all recruited individuals was extracted fr"
covid19/serial_interval/p13,33035448,"Analysis of SARS-CoV-2 Transmission in Different Settings, Brunei.",unlikely_candidate,3,4,4,4,4,1,1.0,Journal Article,"The study is highly relevant to COVID-19 transmission in human populations in a real-world setting and presents original empirical data. However, it does not address the specific parameters of serial interval or generation time, making it less relevant to the research question.","We report the transmission dynamics of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) across different settings in Brunei. An initial cluster of SARS-CoV-2 cases arose from 19 persons who had attended the Tablighi Jama'at gathering in Malaysia, resulting in 52 locally transmitted cases. The highest nonprimary attack rates (14.8%) were observed from a subsequent religious gathering in Brunei and in households of attendees (10.6%). Household attack rates from symptomatic case-patient"
covid19/serial_interval/p13,33031427,What do we know about SARS-CoV-2 transmission? A systematic review and meta-analysis of the secondary attack rate and associated risk factors.,unlikely_candidate,2,4,4,3,0,0,1.0,Journal Article; Meta-Analysis; Systematic Review,"The study is highly relevant to COVID-19 transmission in humans but is a systematic review/meta-analysis without original data, and it does not address serial interval or generation time.","INTRODUCTION: Current SARS-CoV-2 containment measures rely on controlling viral transmission. Effective prioritization can be determined by understanding SARS-CoV-2 transmission dynamics. We conducted a systematic review and meta-analyses of the secondary attack rate (SAR) in household and healthcare settings. We also examined whether household transmission differed by symptom status of index case, adult and children, and relationship to index case. METHODS: We searched PubMed, medRxiv, and bioR"
covid19/serial_interval/p13,33234640,Rapid review of available evidence on the serial interval and generation time of COVID-19.,unlikely_candidate,3,4,4,2,0,4,1.0,Journal Article; Review,"The paper is highly relevant to the research question in terms of disease and parameter focus, but it is a review (not original empirical evidence) and lacks a specific geographic setting. It synthesizes existing estimates rather than providing new data.","UNLABELLED: The serial interval is the time between symptom onsets in an infector-infectee pair. The generation time, also known as the generation interval, is the time between infection events in an infector-infectee pair. The serial interval and the generation time are key parameters for assessing the dynamics of a disease. A number of scientific papers reported information pertaining to the serial interval and/or generation time for COVID-19. OBJECTIVE: Conduct a review of available evidence "
