project,PMID,Title,llm_suggest,overall_score,disease_score,population_score,location_score,evidence_score,parameter_score,confidence,pub_types,overall_justification,Abstract
covid19/fatality/p6,33027297,BCG epidemiology supports its protection against COVID-19? A word of caution.,strong_candidate,4,4,4,3,4,4,0.95,Journal Article,"The study is highly relevant to the research question, as it explicitly investigates COVID-19 mortality and case fatality rates in human populations using original empirical data from real-world country-level databases. All dimensions score 3 or 4, indicating strong alignment with the research question.","The COVID-19 pandemic, caused by type 2 Severe Acute Respiratory Syndrome Coronavirus (SARS-CoV-2), puts all of us to the test. Epidemiologic observations could critically aid the development of protective measures to combat this devastating viral outbreak. Recent observations, linked nation based universal Bacillus Calmette-Guerin (BCG) vaccination to potential protection against morbidity and mortality from SARS-CoV-2, and received much attention in public media. We wished to validate the find"
covid19/fatality/p6,32374012,Mortality rate and gender differences in COVID-19 patients dying in Italy: A comparison with other countries.,possible_candidate,3,4,4,3,2,4,0.8,Letter,"Based on title-only screening, the study appears highly relevant to the research question, with explicit mentions of COVID-19, human patients, mortality rate, and a real-world setting in Italy. However, due to the lack of an abstract, the nature of the evidence (original vs. review) is uncertain, leading to a moderate overall confidence score.",
covid19/fatality/p6,33519709,Metformin Use Is Associated With Reduced Mortality in a Diverse Population With COVID-19 and Diabetes.,strong_candidate,4,4,4,3,4,4,1.0,"Journal Article; Research Support, N.I.H., Extramural","This study is highly relevant as it directly investigates mortality in COVID-19 patients with diabetes, using original empirical data from a diverse human population in a real-world setting.","BACKGROUND: Coronavirus disease-2019 (COVID-19) is a growing pandemic with an increasing death toll that has been linked to various comorbidities as well as racial disparity. However, the specific characteristics of these at-risk populations are still not known and approaches to lower mortality are lacking. METHODS: We conducted a retrospective electronic health record data analysis of 25,326 subjects tested for COVID-19 between 2/25/20 and 6/22/20 at the University of Alabama at Birmingham Hosp"
covid19/fatality/p6,32197108,Clinical course and mortality risk of severe COVID-19.,strong_candidate,4,4,4,2,3,4,0.8,Journal Article; Comment,"Based on title and keywords, the study is highly relevant to COVID-19 mortality in a human population, with strong evidence of original empirical research. However, due to the absence of an abstract, some uncertainty remains regarding the exact setting and study design, warranting a cautious overall score.",
covid19/fatality/p6,33240681,The frequency of combined IFITM3 haplotype involving the reference alleles of both rs12252 and rs34481144 is in line with COVID-19 standardized mortality ratio of ethnic groups in England.,possible_candidate,4,4,4,3,4,3,0.9,Journal Article,"The study is highly relevant to COVID-19 mortality in human populations with a real-world geographic context, presents original empirical data, and focuses on mortality outcomes, though it does not explicitly report case fatality rate.","Evidence was brought forward in England and the USA that Black, Asian, Latino and Minority Ethnic people exhibit higher mortality risk from COVID-19 than White people. While socioeconomic factors were suggested to contribute to this trend, they arguably do not explain the range of the differences observed, allowing for possible genetic implications. Almost concurrently, the analysis of a cohort in Chinese COVID-19 patients proposed an association between the severity of the disease and the prese"
covid19/fatality/p6,32474558,"A cluster of SARS-CoV-2 infection among Italian tourists visiting India, March 2020.",strong_candidate,4,4,4,4,4,4,1.0,Case Reports; Journal Article,"The study is highly relevant: it focuses on COVID-19, involves human subjects in a real-world setting, presents original empirical data, and explicitly reports case fatality rate.","BACKGROUND & OBJECTIVES: A cluster of SARS-CoV-2 infection occurred among Italian tourists visiting India. We report here the epidemiological, clinical, radiological and laboratory findings of the first cluster of SARS-CoV-2 infection among the tourists. METHODS: Information was collected on demographic details, travel and exposure history, comorbidities, timelines of events, date of symptom onset and duration of hospitalization from the 16 Italian tourists and an Indian with laboratory-confirme"
covid19/fatality/p6,32235086,"As COVID-19 cases, deaths and fatality rates surge in Italy, underlying causes require investigation.",possible_candidate,4,4,4,4,2,4,0.7,Journal Article,"The study is highly relevant to COVID-19 mortality in real-world populations, but the abstract lacks explicit description of original empirical data collection, making it uncertain whether it presents new data.","COVID-19 case fatalities surged during the month of March 2020 in Italy, reaching over 10,000 by 28 March 2020. This number exceeds the number of fatalities in China (3,301) recorded from January to March, even though the number of diagnosed cases was similar (85,000 Italy vs. 80,000 China). Case Fatality Rates (CFR) could be somewhat unreliable because the estimation of total case numbers is limited by several factors, including insufficient testing and limitations in test kits and materials, s"
covid19/fatality/p6,32377965,The role of vitamin D in the prevention of coronavirus disease 2019 infection and mortality.,strong_candidate,4,4,4,4,4,4,1.0,Journal Article,"The study directly investigates COVID-19 mortality in human populations across European countries using original empirical data, with explicit reporting of mortality rates.","WHO declared SARS-CoV-2 a global pandemic. The present aim was to propose an hypothesis that there is a potential association between mean levels of vitamin D in various countries with cases and mortality caused by COVID-19. The mean levels of vitamin D for 20 European countries and morbidity and mortality caused by COVID-19 were acquired. Negative correlations between mean levels of vitamin D (average 56 mmol/L, STDEV 10.61) in each country and the number of COVID-19 cases/1 M (mean 295.95, STD"
covid19/fatality/p6,32378507,"Letter to the Editor about the Article ""Excess Mortality Estimation During the COVID-19 Pandemic: Preliminary Data from Portugal https://doi.org/10.20344/amp.13928"".",possible_candidate,3,4,2,3,2,3,0.7,Letter; Comment,"Based on title-only screening, the study is highly relevant to COVID-19 and mortality, but as a letter to the editor it likely lacks original empirical data. Population and location are plausible but not fully explicit. Overall score reflects uncertainty due to sparse metadata.",
covid19/fatality/p6,32999264,Clinical Features and Liver Injury in Patients with COVID-19 in the Japanese Population.,possible_candidate,4,4,4,4,4,3,0.9,Journal Article; Multicenter Study,"The study is highly relevant to COVID-19, human population, and real-world location, and presents original empirical data. However, the primary focus is on liver injury rather than mortality or case fatality rate, though mortality data are reported. Thus, it is partially relevant to the research question.","Objective Liver injury is a notable complication of coronavirus disease 2019 (COVID-19). This study aimed to clarify the clinical features and liver injury in Japanese patients with COVID-19. Methods We conducted a multicenter retrospective cohort study. All consecutive patients with COVID-19 who visited or were admitted to our hospital before May 12, 2020, were enrolled. Their demographics, symptoms, laboratory findings, comorbidities, concomitant drugs, treatment, and clinical course were revi"
covid19/fatality/p6,32325276,Epidemic update of COVID-19 in Hubei Province compared with other regions in China.,strong_candidate,4,4,4,4,4,4,1.0,Comparative Study; Journal Article,"This study is highly relevant as it provides original empirical data on COVID-19 mortality rates in Hubei Province and other regions of China, directly addressing the research question with explicit mortality figures.",AIMS & BACKGROUND: The COVID-19 outbreak spread in China and is a threat to the world. The aims of this study to help health workers better understand the epidemic of the COVID-19 and provide different control strategies toward Hubei Province and other regions in China. METHODS: A comprehensive search of the Chinese Center for Disease Control and Prevention official websites and announcements was performed between 20 Jan 2019 and 29 Feb 2020. The relevant data of the distribution of the infectio
covid19/fatality/p6,33345048,Physical Activity During the Coronavirus (COVID-19) Pandemic: Prevention of a Decline in Metabolic and Immunological Functions.,possible_candidate,3,4,2,1,2,2,0.6,Journal Article,"The study is clearly about COVID-19, but its relevance to mortality or case fatality rate is indirect. The title emphasizes prevention of functional decline, and while 'mortality' appears as a keyword, the primary focus is not on estimating mortality rates. Given the sparse metadata, the study is weakly relevant to the research question.",
covid19/fatality/p6,32353724,Association between climate variables and global transmission oF SARS-CoV-2.,strong_candidate,4,4,4,4,4,4,1.0,Journal Article,"The study is highly relevant: it explicitly investigates COVID-19 mortality in a human population using original global data, with clear geographic context and direct reporting of mortality outcomes.","In this study, we aimed at analyzing the associations between transmission of and deaths caused by SARS-CoV-2 and meteorological variables, such as average temperature, minimum temperature, maximum temperature, and precipitation. Two outcome measures were considered, with the first aiming to study SARS-CoV-2 infections and the second aiming to study COVID-19 mortality. Daily data as well as data on SARS-CoV-2 infections and COVID-19 mortality obtained between December 1, 2019 and March 28, 2020 "
covid19/fatality/p6,32836855,The Effects of Air Pollution on COVID-19 Related Mortality in Northern Italy.,strong_candidate,4,4,4,4,4,4,1.0,Journal Article,"The study directly addresses COVID-19 mortality in human populations, uses original empirical data, and is set in a real-world geographic context. All dimensions score 4, indicating high relevance to the research question.","Long-term exposure to ambient air pollutant concentrations is known to cause chronic lung inflammation, a condition that may promote increased severity of COVID-19 syndrome caused by the novel coronavirus (SARS-CoV-2). In this paper, we empirically investigate the ecologic association between long-term concentrations of area-level fine particulate matter (PM2.5) and excess deaths in the first quarter of 2020 in municipalities of Northern Italy. The study accounts for potentially spatial confound"
covid19/fatality/p6,33330337,Dying Alone Due to COVID-19: Do the Needs of the Many Outweigh the Rights of the Few-or the One?,possible_candidate,2,4,2,1,1,2,0.6,Journal Article,"The title and keywords clearly indicate COVID-19 relevance, but the focus appears to be on ethical considerations rather than empirical mortality rates. The parameter is hinted at but not explicit, and the study type is likely commentary. Given title-only screening, strong scores are not warranted.",
covid19/fatality/p6,33363191,Increased Red Cell Distribution Width Is Associated With Disease Severity in Hospitalized Adults With SARS-CoV-2 Infection: An Observational Multicentric Study.,strong_candidate,4,4,4,2,4,4,0.95,Journal Article,"This study directly addresses COVID-19, uses human subjects, presents original empirical data, and explicitly reports mortality as a key outcome. Location is unspecified, but all other dimensions are strongly supported.",Background: There is an amenable need for clinically applicable biomarkers in patients with SARS-CoV-2 infection. Red Cell Distribution Width (RDW) has been recently suggested as a prognostic biomarker for COVID-19. Methods: This was an observational study enrolling patients between February 26 and May 15 2020. We aimed to validate the association of the previously published RDW threshold of 14.5% with markers of disease progression and mortality. Results: A total number of 193 hospitalized pati
covid19/fatality/p6,32437939,Chest X-ray severity index as a predictor of in-hospital mortality in coronavirus disease 2019: A study of 302 patients from Italy.,strong_candidate,4,4,4,4,4,4,1.0,Journal Article,This study is highly relevant to the research question as it directly investigates in-hospital mortality in COVID-19 patients using original empirical data from a real-world setting in Italy.,"OBJECTIVES: This study aimed to assess the usefulness of a new chest X-ray scoring system - the Brixia score - to predict the risk of in-hospital mortality in hospitalized patients with coronavirus disease 2019 (COVID-19). METHODS: Between March 4, 2020 and March 24, 2020, all CXR reports including the Brixia score were retrieved. We enrolled only hospitalized Caucasian patients with COVID-19 for whom the final outcome was available. For each patient, age, sex, underlying comorbidities, immunosu"
covid19/fatality/p6,33095841,Sociodemographic features and mortality of individuals on haemodialysis treatment who test positive for SARS-CoV-2: A UK Renal Registry data analysis.,strong_candidate,4,4,4,4,4,4,1.0,Journal Article,"The study directly addresses COVID-19 mortality in a human population (haemodialysis patients) in a real-world setting (England and Wales), presents original empirical data from a registry cohort, and explicitly reports mortality rates and risk factors. It is highly relevant to the research question.","Kidney disease is a recognised risk factor for poor COVID-19 outcomes. Up to 30 June 2020, the UK Renal Registry (UKRR) collected data for 2,385 in-centre haemodialysis (ICHD) patients with COVID-19 in England and Wales. Overall unadjusted survival at 1 week after date of positive COVID-19 test was 87.5% (95% CI 86.1-88.8%); mortality increased with age, treatment vintage and there was borderline evidence of Asian ethnicity (HR 1.16, 95% CI 0.94-1.44) being associated with higher mortality. Comp"
covid19/fatality/p6,33074240,Death Rate Due to COVID-19 in Alzheimer's Disease and Frontotemporal Dementia.,strong_candidate,4,4,4,3,4,4,1.0,Letter; Observational Study,"The study is highly relevant as it directly investigates COVID-19 mortality in a human population with dementia, provides original empirical data from an observational study, and explicitly reports death rates and associated risk factors.","We aimed to evaluate the frequency and mortality of COVID-19 in patients with Alzheimer's disease (AD) and frontotemporal dementia (FTD). We conducted an observational case series. We enrolled 204 patients, 15.2% of whom were diagnosed with COVID-19, and 41.9% of patients with the infection died. Patients with AD were older than patients with FTD (80.36±8.77 versus 72.00±8.35 years old) and had a higher prevalence of arterial hypertension (55.8% versus 26.3%). COVID-19 occurred in 7.3% of patien"
covid19/fatality/p6,33330085,Cancer History and Systemic Anti-Cancer Therapy Independently Predict COVID-19 Mortality: A UK Tertiary Hospital Experience.,strong_candidate,4,4,4,3,4,4,1.0,Journal Article,"The study directly addresses COVID-19 mortality in a human cohort with original empirical data, making it highly relevant to the research question.",BACKGROUND: The COVID-19 pandemic remains a pressing concern to patients with cancer as countries enter the second peak of the pandemic and beyond. It remains unclear whether cancer and its treatment contribute an independent risk for mortality in COVID-19. METHODS: We included patients at a London tertiary hospital with laboratory confirmed SARS-CoV-2 infection. All patients with a history of solid cancer were included. Age- and sex-matched patients without cancer were randomly selected. Patien
covid19/fatality/p6,33002036,Estimating the severity of COVID-19: Evidence from the Italian epicenter.,strong_candidate,4,4,4,4,4,4,1.0,Journal Article,"The study is highly relevant as it directly investigates COVID-19 mortality in a real-world human population using original data, with explicit focus on mortality outcomes.","We provide results on the level of COVID-19 excess mortality in the Italian region of Lombardy and in the province of Bergamo using official and original data sources. Since February 2020 Lombardy and in particular the province of Bergamo have been severely hit by the novel COVID-19 infectious disease. Combining official statistics, retrospective data and original data (i.e., obituaries and death notices) we provide a tentative estimate of the number of deaths either directly or indirectly, asso"
covid19/fatality/p6,33384978,Underreporting of Death by COVID-19 in Brazil's Second Most Populous State.,strong_candidate,4,4,4,4,4,4,1.0,Journal Article,"The study is highly relevant to the research question as it directly investigates COVID-19 mortality rates and underreporting in a real-world human population, using original empirical data from official databases.","The COVID-19 pandemic brings to light the reality of the Brazilian health system. The underreporting of COVID-19 deaths in the state of Minas Gerais (MG), where the second largest population of the country is concentrated, reveals government unpreparedness, as there is a low capacity of testing in the population, which prevents the real understanding of the general panorama of SARS-CoV-2 dissemination. The goals of this research are to analyze the causes of deaths in different Brazilian governme"
covid19/fatality/p6,32394344,COVID-19 in people living with human immunodeficiency virus: a case series of 33 patients.,strong_candidate,4,4,4,2,4,4,1.0,Journal Article,"The study directly addresses COVID-19 mortality in a human population, presents original empirical data, and explicitly reports death rate, making it highly relevant to the research question.","INTRODUCTION: Data on people living with human immunodeficiency virus (PLWH) in the current SARS-CoV-2 pandemic are still scarce. This case series of 33 PLWH patients with COVID-19 reveals symptoms and outcome in this special population. METHODS: Retrospective analysis of anonymized data including age, gender, HIV-associated parameters, symptoms, and outcome. RESULTS: Three out of 32 patients with documented outcomes died (9%). 91% of the patients recovered and 76% have been classified as mild c"
covid19/fatality/p6,38624527,The morbidity and mortality of COVID-19 are correlated with the Ile105Val glutathione S-transferase P1 polymorphism.,strong_candidate,4,4,4,3,4,4,0.95,Journal Article,"The study directly addresses COVID-19 mortality and case-fatality rates using original empirical data from human populations across multiple countries, making it highly relevant to the research question.","BACKGROUND: Oxidative stress is an important issue in coronavirus disease 2019 (COVID-19). Considering that glutathione S-transferase P1 (GSTP1) is involved in cellular detoxification, it may play an important role in susceptibility to infection with SARS-CoV-2 and/or its outcome. In the present study, the association between the Ile105Val GSTP1 polymorphism (rs1695) and susceptibility to SARS-CoV-2 infection, as well as its outcome was investigated. Data on the prevalence (per 106 people), case"
covid19/fatality/p6,33195339,Multicenter Analysis of Liver Injury Patterns and Mortality in COVID-19.,strong_candidate,4,4,4,2,4,4,1.0,Journal Article,"This study is highly relevant as it directly investigates COVID-19 mortality in a large human cohort, presents original empirical data, and explicitly reports mortality rates, though geographic location is unspecified.","Background and Aim: Liver test abnormalities are common in COVID-19 patients. The aim of our study was to determine risk factors for different liver injury patterns and to evaluate the relationship between liver injury patterns and prognosis in patients with COVID-19. Methods: We retrospectively analyzed patients admitted between January 1st to March 10th, with laboratory-confirmed COVID-19 and followed them up to April 20th, 2020. Information of clinical features of patients was collected for a"
covid19/fatality/p6,32402498,Non-evidenced based treatment: An unintended cause of morbidity and mortality related to COVID-19.,possible_candidate,3,4,2,1,1,3,0.6,Letter,"Based on title-only screening, the study is highly relevant to COVID-19 and mortality, but the population and setting are unclear, and it likely lacks original empirical evidence. The parameter is clearly indicated, but the study design appears to be a commentary rather than a primary study. Overall, the relevance is moderate, with significant uncertainty due to sparse metadata.",
covid19/fatality/p6,32360108,Maternal death due to COVID-19.,strong_candidate,4,4,4,3,4,4,1.0,Case Reports; Journal Article,"The study directly addresses COVID-19 mortality in a human population (pregnant women) with original empirical data from a real-world setting (Iran), and explicitly reports maternal deaths.","BACKGROUND: Despite 2.5 million infections and 169,000 deaths worldwide (as of April 20, 2020), no maternal deaths and only a few pregnant women afflicted with severe respiratory morbidity have been reported to be related to COVID-19 disease. Given the disproportionate burden of severe and fatal respiratory disease previously documented among pregnant women following other coronavirus-related outbreaks (SARS-CoV in 2003 and MERS-CoV in 2012) and influenza pandemics over the last century, the abs"
covid19/fatality/p6,32514191,Medical certification of cause of death for COVID-19.,possible_candidate,3,4,4,2,2,3,0.7,Editorial,"Based on title-only screening, the study is highly relevant to COVID-19 and mortality, with clear disease and population relevance. However, the specific target parameter (mortality rate or case fatality rate) is not explicitly confirmed, and the setting and original evidence status are uncertain due to sparse metadata. The overall score reflects strong but not definitive relevance.",
covid19/fatality/p6,33329516,Pre-Existing Cytokine and NLRP3 Inflammasome Activation and Increased Vascular Permeability in Diabetes: A Possible Fatal Link With Worst COVID-19 Infection Outcomes?,possible_candidate,2,3,2,1,2,2,0.6,Journal Article; Review,"Based on title-only screening, the study is relevant to COVID-19 and hints at fatal outcomes, but the specific target parameter (mortality or case fatality rate) is not explicit. The focus on diabetes and inflammatory mechanisms suggests indirect relevance. Given sparse metadata, scores are moderate with uncertainty.",
covid19/fatality/p6,33370364,"Oxygen saturation as a predictor of mortality in hospitalized adult patients with COVID-19 in a public hospital in Lima, Peru.",strong_candidate,4,4,4,4,4,4,1.0,Journal Article,"The study directly addresses COVID-19 mortality in a human population with original empirical data, explicitly reporting in-hospital mortality and risk factors, making it highly relevant to the research question.","INTRODUCTION: Peru is among the top ten countries with the highest number of coronavirus disease 2019 (COVID-19) cases worldwide. The aim of the study was to describe the clinical features of hospitalized adult patients with COVID-19 and to determine the prognostic factors associated with in-hospital mortality. METHODS: We conducted a retrospective cohort study among adult patients with COVID-19 admitted to Hospital Cayetano Heredia; a tertiary care hospital in Lima, Peru. The primary outcome wa"
covid19/fatality/p6,32387320,Tocilizumab therapy reduced intensive care unit admissions and/or mortality in COVID-19 patients.,strong_candidate,4,4,4,4,4,4,1.0,Journal Article,"The study directly addresses COVID-19 mortality in a human population, presents original empirical data from a real-world setting, and explicitly reports mortality as a key outcome, making it highly relevant to the research question.","INTRODUCTION: No therapy has yet proven effective in COVID-19. Tocilizumab (TCZ) in patients with severe COVID-19 could be an effective treatment. METHOD: We conducted a retrospective case-control study in the Nord Franche-Comté Hospital, France. We compared the outcome of patients treated with TCZ and patients without TCZ considering a combined primary endpoint: death and/or ICU admissions. RESULTS: Patients with TCZ (n=20) had a higher Charlson comorbidity index (5.3 [±2.4] vs 3.4 [±2.6], P=0."
covid19/fatality/p6,33270769,U-shaped-aggressiveness of SARS-CoV-2: Period between initial symptoms and clinical progression to COVID-19 suspicion. A population-based cohort study.,strong_candidate,4,4,4,4,4,4,1.0,Journal Article,"This study is highly relevant to the research question as it directly investigates COVID-19 mortality in a large human cohort, providing original empirical data and explicit mortality rates.",BACKGROUND: Early identification of different COVID-19 clinical presentations may depict distinct pathophysiological mechanisms and guide management strategies. OBJECTIVE: To determine the aggressiveness of SARS-CoV-2 using symptom progression in COVID-19 patients. DESIGN: Historic cohort study of Mexican patients. Data from January-April 2020 were provided by the Health Ministry. SETTING: Population-based. Patients registered in the Epidemiologic Surveillance System in Mexico. PARTICIPANTS: Sub
covid19/fatality/p6,33877105,Factors associated with death in children with COVID-19 in Mexico.,strong_candidate,4,4,4,4,4,4,1.0,Journal Article,"The study directly addresses COVID-19 mortality in a human pediatric population in Mexico, presents original empirical data, and explicitly reports mortality rates and associated risk factors, making it highly relevant to the research question.","INTRODUCTION: Most children affected by SARS-CoV-2 are reported to be asymptomatic, and COVID-19-related mortality in them is low; in Mexico, there is a lack of information on the subject in this population group. OBJECTIVE: To assess the risk factors associated with mortality in Mexican children with COVID-19. METHOD: Secondary analysis of the General Directorate of Epidemiology database. Children younger than 19 years, in whom SARS-CoV-2 infection was confirmed by RT-PCR, were included. RESULT"
covid19/fatality/p6,32970774,Complications and mortality of cardiovascular emergency admissions during COVID-19 associated restrictive measures.,strong_candidate,4,4,4,4,4,4,1.0,Journal Article,"The study is highly relevant: it directly addresses COVID-19, uses human subjects in a real-world setting, presents original empirical data, and explicitly reports mortality rates as a key outcome.","While hospital admissions for myocardial infarction (MI) and pulmonary embolism (PE) are decreased during the COVID-19 pandemic, controversy remains about respective complication and mortality rates. This study evaluated admission rates, complications, and intrahospital mortality for selected life-threatening cardiovascular emergencies (MI, PE, and acute aortic dissection (AAD)) during COVID-19-associated restrictive social measures (RM) in Styria, Austria. By screening a patient information sys"
covid19/fatality/p6,32146445,Similarity in Case Fatality Rates (CFR) of COVID-19/SARS-COV-2 in Italy and China.,strong_candidate,4,4,4,4,4,4,1.0,"Journal Article; Research Support, Non-U.S. Gov't","The study is highly relevant as it explicitly investigates COVID-19 case fatality rates in human populations in Italy and China, presenting original empirical data and directly addressing the research question.","As of 28 February 2020, Italy had 888 cases of SARS-CoV-2 infections, with most cases in Northern Italy in the Lombardia and Veneto regions. Travel-related cases were the main source of COVID-19 cases during the early stages of the current epidemic in Italy. The month of February, however, has been dominated by two large clusters of outbreaks in Northern Italy, south of Milan, with mainly local transmission the source of infections. Contact tracing has failed to identify patient zero in one of t"
covid19/fatality/p6,33324596,"Social Determinants Predict Outcomes in Data From a Multi-Ethnic Cohort of 20,899 Patients Investigated for COVID-19.",strong_candidate,4,4,4,4,4,4,1.0,"Journal Article; Research Support, N.I.H., Extramural; Research Support, U.S. Gov't, Non-P.H.S.","The study is highly relevant as it directly investigates COVID-19 mortality in a large human cohort, uses real-world data from New York City, and presents original empirical evidence with explicit mortality outcomes.","Importance: The COVID-19 pandemic exploits existing inequalities in social determinants of health (SDOH) in disease burden and access to healthcare. Few studies have examined these emerging disparities using indicators of SDOH. Objective: To evaluate predictors of COVID-19 test positivity, morbidity, and mortality and their implications for inequalities in SDOH and for future policies and health care improvements. Design, Setting, and Participants: A cross sectional analysis was performed on all"
covid19/fatality/p6,32243814,Estimating case fatality rates of COVID-19.,possible_candidate,3,4,3,2,2,4,0.8,Letter,"The title and keywords strongly indicate relevance to COVID-19 case fatality rates in humans, but due to title-only screening, certainty about original empirical evidence and real-world setting is limited. Overall, the study is highly relevant to the research question.",
covid19/fatality/p6,33015554,Critical Care Medical Centers May Play an Important Role in Reducing the Risk of COVID-19 Death in Japan.,strong_candidate,4,4,4,4,4,4,1.0,Journal Article,"The study directly addresses COVID-19 mortality in a real-world human population using original empirical data, with explicit focus on mortality rate as the primary outcome.","Marked differences in COVID-19 mortalities have been observed among 47 prefectures in Japan. Here, we explored associations between COVID-19 mortalities and medical and public health capacities in individual prefectures. The following data by prefecture were abstracted from open resources provided by the Ministry of Health, Labour and Welfare in Japan as of May 24, 2020: total number of COVID-19 deaths; polymerase chain reaction (PCR)-positive ratio (i.e., number of patients with PCR-positive re"
covid19/fatality/p6,33382734,The use of methylprednisolone in COVID-19 patients: A propensity score matched retrospective cohort study.,strong_candidate,4,4,4,4,4,4,1.0,"Journal Article; Research Support, Non-U.S. Gov't","This study directly addresses COVID-19 mortality in a human cohort with original empirical data, making it highly relevant to the research question.","PURPOSE: To evaluate the efficacy and safety of methylprednisolone in treating the coronavirus disease 2019 (COVID-19) patients. METHODS: A retrospective cohort study was conducted, and all COVID-19 patients were recruited who were admitted to the Yichang Third People's Hospital from February 1st to March 31st, 2020. One-to-one propensity score matching (PSM) was used for minimizing confounding effects. The primary outcome was hospital mortality, with the secondary outcomes being the time needed"
covid19/fatality/p6,32431289,"Mortality impacts of the coronavirus disease (COVID-19) outbreak by sex and age: rapid mortality surveillance system, Italy, 1 February to 18 April 2020.",strong_candidate,4,4,4,4,4,4,1.0,Journal Article,"The study directly addresses COVID-19 mortality using original surveillance data from a real-world setting (Italy), with explicit reporting of mortality outcomes by demographic factors.","Data from the rapid mortality surveillance system in 19 major Italian cities were used to carry out a timely assessment of the health impact of the COVID-19 epidemic. By 18 April, a + 45% excess in mortality was observed, with a higher impact in the north of the country (+ 76%). The excess was greatest among men, with an increasing trend by age. Surveillance data can be used to evaluate the lockdown and re-opening phases."
covid19/fatality/p6,32479748,Analysis of clinical and demographic heterogeneity of patients dying from COVID-19 in Brazil versus China and Italy.,possible_candidate,3,4,4,3,2,3,0.8,Letter,"Based on title and keywords only, the study is highly relevant to COVID-19 mortality in human populations across multiple real-world settings. The evidence for original empirical data is plausible but not confirmed, and the target parameter (mortality) is clearly indicated though not explicitly quantified as a rate. Overall, the study appears likely relevant but with typical uncertainty for title-only screening.",
covid19/fatality/p6,32997657,COVID-19 infections and outcomes in a live registry of heart failure patients across an integrated health care system.,strong_candidate,4,4,4,3,4,4,0.95,Journal Article,"The study is highly relevant as it directly investigates COVID-19 mortality in a human cohort, provides original empirical data from a real-world registry, and explicitly reports death rates, aligning well with the research question.","BACKGROUND: Patients with comorbid conditions have a higher risk of mortality with SARS-CoV-2 (COVID-19) infection, but the impact on heart failure patients living near a disease hotspot is unknown. Therefore, we sought to characterize the prevalence and outcomes of COVID-19 in a live registry of heart failure patients across an integrated health care system in Connecticut. METHODS: In this retrospective analysis, the Yale Heart Failure Registry (NCT04237701) that includes 26,703 patients with h"
covid19/fatality/p6,33193946,Population risk factors for COVID-19 deaths in Nigeria at sub-national level.,strong_candidate,4,4,4,4,4,4,1.0,Journal Article,"The study is highly relevant: it explicitly investigates COVID-19 mortality (case fatality rate) in human populations at a real-world sub-national level in Nigeria, using original empirical data and multivariate analysis.","INTRODUCTION: Nigeria is the most populous country in the African continent. The aim of this study was to analyze risk factors for COVID-19 prevalence and deaths in all 6 geopolitical regions and 37 States in Nigeria. METHODS: we analyzed the data retrieved from various sources, including Nigeria CDC, Nigeria National Bureau of Statistics, Unicef-Nigeria multiple indicator cluster survey and the Institute of Health Metrics and Evaluation, University of Washington. We examined 4 clinical risk fac"
covid19/fatality/p6,32389518,SARS-CoV-2 infection in patients on renal replacement therapy. Report of the COVID-19 Registry of the Spanish Society of Nephrology (SEN).,strong_candidate,4,4,4,4,4,4,1.0,Journal Article,"The study is highly relevant as it provides original empirical data on COVID-19 mortality in a specific human population (RRT patients) in Spain, with explicit reporting of mortality rates.","INTRODUCTION: The recent appearance of the SARS-CoV-2 coronavirus pandemic has had a significant impact on the general population. Patients on renal replacement therapy (RRT) have not been unaware of this situation and due to their characteristics they are especially vulnerable. We present the results of the analysis of the COVID-19 Registry of the Spanish Society of Nephrology. MATERIAL AND METHODS: The Registry began operating on March 18th, 2020. It collects epidemiological variables, contagi"
covid19/fatality/p6,32692001,Diagnostic groups and short-term outcomes in suspected COVID-19 cases treated in an emergency department.,strong_candidate,4,4,4,4,4,4,1.0,Journal Article,"The study is highly relevant: it directly addresses COVID-19 mortality in a human population, uses original empirical data from a real-world setting, and explicitly reports mortality rates as a primary outcome.","OBJECTIVES: The primary objective was to describe the clinical characteristics and 30-day mortality rates in emergency department patients with coronavirus disease 2019 (COVID-19) in different diagnostic groupings. MATERIAL AND METHODS: Secondary analysis of the COVID-19 registry compiled by the emergency department of Hospital Clínico San Carlos in Madrid, Spain. We selected suspected COVID-19 cases treated in the emergency department between February 28 and March 31, 2020. The cases were group"
covid19/fatality/p6,32528664,SARS-CoV-2 epidemic in India: epidemiological features and in silico analysis of the effect of interventions.,possible_candidate,4,4,4,4,4,3,0.9,Journal Article,"The study is highly relevant to COVID-19 mortality in a human population in India, with original empirical data. Mortality is explicitly mentioned as an objective, but the abstract does not provide specific mortality rates, only describing age and gender distribution and modeling predictions.","Background: After SARS-CoV-2 set foot in India, the Government took a number of steps to limit the spread of the virus in the country. This included restricted testing, isolation, contact tracing and quarantine, and enforcement of a nation-wide lockdown starting 25 March 2020. The objectives of this study were to i) describe the age, gender distribution, and mortality among COVID-19 patients identified till 14 April 2020 and predict the range of contact rate; and ii) predict the number of COVID-"
covid19/fatality/p6,32437767,COVID-19 in dialysis patients: adding a few more pieces to the puzzle.,possible_candidate,3,4,3,2,2,3,0.7,Editorial; Comment,"Based on title and keywords only, the study is highly relevant to COVID-19 and mortality, but the exact parameter (mortality vs. case fatality rate) and study design are not fully confirmed. The evidence is limited, so a moderate score is appropriate.",
