model_display,disease,topic,profile,project,pmid,error_kind,primary_type,flags,prediction,llm_tier,disease_score,population_score,location_score,evidence_score,parameter_score,overall_score,title,year,create_date,journal,abstract_len,overall_justification,parameter_justification,evidence_justification
LEADS-2,covid19,fatality,P5,5,32596062,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,"The common personal behavior and preventive measures among 42 uninfected travelers from the Hubei province, China during COVID-19 outbreak: a cross-sectional survey in Macao SAR, China.",2020,2020/06/30,PeerJ,1717,"The study involves a cross-sectional survey of individuals who were in Hubei during the COVID-19 outbreak, which is relevant to seroprevalence or antibody studies.",,
LEADS-2,covid19,fatality,P5,5,32607507,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,"SARS-CoV-2 growth, furin-cleavage-site adaptation and neutralization using serum from acutely infected, hospitalized COVID-19 patients.",2020,2020/07/02,bioRxiv : the preprint server for biology,1610,"The study involves serum from acutely infected COVID-19 patients, which can provide relevant data for seroprevalence or antibody studies.",,
LEADS-2,covid19,fatality,P5,5,32511483,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Serological identification of SARS-CoV-2 infections among children visiting a hospital during the initial Seattle outbreak.,2020,2020/06/09,medRxiv : the preprint server for health sciences,1037,"The study serologically screens children for SARS-CoV-2, which supports inference of infection fatality rates.",,
LEADS-2,covid19,fatality,P5,5,32869026,FP,borderline_possible_over_inclusion,other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Structural classification of neutralizing antibodies against the SARS-CoV-2 spike receptor-binding domain suggests vaccine and therapeutic strategies.,2020,2020/09/02,bioRxiv : the preprint server for biology,1685,"The study involves seroprevalence or antibody studies, which can support inference of SARS-CoV-2 infection fatality rates.",,
LEADS-2,covid19,fatality,P5,5,32908987,FP,wrong_epidemiological_parameter,original_or_data_signal;other_parameter_signal;possible_bucket;review_or_commentary_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Comparative performance of five commercially available serologic assays to detect antibodies to SARS-CoV-2 and identify individuals with high neutralizing titers.,2020,2020/09/10,medRxiv : the preprint server for health sciences,1692,"The study compares the performance of serologic assays, which is relevant to the question.",,
LEADS-2,covid19,fatality,P5,5,32577658,FP,borderline_possible_over_inclusion,possible_bucket,possible_candidate,,-1,-1,-1,-1,-1,2,Measuring SARS-CoV-2 neutralizing antibody activity using pseudotyped and chimeric viruses.,2020,2020/06/25,bioRxiv : the preprint server for biology,1078,"The study involves measuring SARS-CoV-2 neutralizing antibody activity, which is relevant to the question.",,
LEADS-2,covid19,fatality,P5,5,32817976,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Salivary anti-SARS-CoV-2 IgA as an accessible biomarker of mucosal immunity against COVID-19.,2020,2020/08/21,medRxiv : the preprint server for health sciences,3414,"The study involves seroprevalence or antibody studies, which can support inference of SARS-CoV-2 infection fatality rates.",,
LEADS-2,covid19,fatality,P5,5,32511365,FP,wrong_epidemiological_parameter,other_parameter_signal;possible_bucket,possible_candidate,,-1,-1,-1,-1,-1,2,A replication-competent vesicular stomatitis virus for studies of SARS-CoV-2 spike-mediated cell entry and its inhibition.,2020,2020/06/09,bioRxiv : the preprint server for biology,1068,"The study involves SARS-CoV-2 spike-mediated cell entry, relevant to seroprevalence and antibody studies.",,
LEADS-2,covid19,fatality,P5,5,32511387,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Rapid isolation of potent SARS-CoV-2 neutralizing antibodies and protection in a small animal model.,2020,2020/06/09,bioRxiv : the preprint server for biology,789,"The study involves serum and monoclonal antibody responses, which can support inference of SARS-CoV-2 infection fatality rates.",,
LEADS-2,covid19,fatality,P5,5,32839786,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,SARS-CoV-2 Antibody Responses Correlate with Resolution of RNAemia But Are Short-Lived in Patients with Mild Illness.,2020,2020/08/26,medRxiv : the preprint server for health sciences,1099,"The study involves seroprevalence and antibody responses in COVID-19 patients, which can support inference of infection fatality rates.",,
LEADS-2,covid19,fatality,P5,5,32818035,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,[Use of point-of-care technologies for the management of the COVID-19 pandemic in Colombia].,2020,2020/08/21,Revista panamericana de salud publica = Pan American journal of public health,1489,"The study involves seroprevalence studies, which can support inference of SARS-CoV-2 infection fatality rates.",,
LEADS-2,covid19,fatality,P5,5,32511396,FP,borderline_possible_over_inclusion,other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,IgA MAb blocks SARS-CoV-2 Spike-ACE2 interaction providing mucosal immunity.,2020,2020/06/09,bioRxiv : the preprint server for biology,875,"The study involves seroprevalence or antibody studies, which can support inference of SARS-CoV-2 infection fatality rates.",,
LEADS-2,covid19,fatality,P5,5,32511384,FP,borderline_possible_over_inclusion,other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Convergent Antibody Responses to SARS-CoV-2 Infection in Convalescent Individuals.,2020,2020/06/09,bioRxiv : the preprint server for biology,1305,"The study involves convalescent individuals and measures antibody responses, which can support inference of SARS-CoV-2 infection fatality rates.",,
LEADS-2,covid19,fatality,P5,5,32637953,FP,wrong_epidemiological_parameter,original_or_data_signal;other_parameter_signal;possible_bucket,possible_candidate,,-1,-1,-1,-1,-1,2,A glycan cluster on the SARS-CoV-2 spike ectodomain is recognized by Fab-dimerized glycan-reactive antibodies.,2020,2020/07/09,bioRxiv : the preprint server for biology,1205,The study involves seroprevalence or antibody studies related to SARS-CoV-2.,,
LEADS-2,covid19,fatality,P5,5,32743592,FP,wrong_epidemiological_parameter,original_or_data_signal;other_parameter_signal;possible_bucket,possible_candidate,,-1,-1,-1,-1,-1,2,Kinetics and Isotype Assessment of Antibodies Targeting the Spike Protein Receptor Binding Domain of SARS-CoV-2 In COVID-19 Patients as a function of Age and Biological Sex.,2020,2020/08/04,medRxiv : the preprint server for health sciences,1439,"The study focuses on antibody responses in COVID-19 patients, which is relevant to the question.",,
LEADS-2,covid19,fatality,P5,5,32766415,FP,wrong_epidemiological_parameter,original_or_data_signal;other_parameter_signal;possible_bucket,possible_candidate,,-1,-1,-1,-1,-1,2,Chemotherapy resumption in ovarian cancer patient diagnosed with COVID-19.,2020,2020/08/09,Gynecologic oncology reports,241,"The abstract discusses the resumption of chemotherapy in ovarian cancer patients diagnosed with COVID-19, which is relevant to the question.",,
LEADS-2,covid19,fatality,P5,5,32908978,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Spike mutation D614G alters SARS-CoV-2 fitness and neutralization susceptibility.,2020,2020/09/10,bioRxiv : the preprint server for biology,1402,"The study involves seroprevalence or antibody studies, which can support inference of SARS-CoV-2 infection fatality rates.",,
LEADS-2,covid19,fatality,P5,5,33748431,FP,wrong_epidemiological_parameter,original_or_data_signal;other_parameter_signal;possible_bucket,possible_candidate,,-1,-1,-1,-1,-1,2,Antibody testing for COVID-19: A report from the National COVID Scientific Advisory Panel.,2020,2021/03/22,Wellcome open research,1766,"The study involves antibody detection in COVID-19 patients, which is relevant to the question.",,
LEADS-2,covid19,fatality,P5,5,32637961,FP,borderline_possible_over_inclusion,original_or_data_signal;possible_bucket,possible_candidate,,-1,-1,-1,-1,-1,2,Using iCn3D and the World Wide Web for structure-based collaborative research: Analyzing molecular interactions at the root of COVID-19.,2020,2020/07/09,bioRxiv : the preprint server for biology,1715,"The paper discusses the use of iCn3D for analyzing molecular interactions related to COVID-19, which is directly useful for the question.",,
LEADS-2,covid19,fatality,P5,5,32607499,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;review_or_commentary_signal;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,"Combating the Coronavirus Pandemic: Early Detection, Medical Treatment, and a Concerted Effort by the Global Community.",2020,2020/07/02,"Research (Washington, D.C.)",1318,The paper discusses seroprevalence studies and their relevance to COVID-19 fatality rates.,,
LEADS-2,covid19,fatality,P5,5,32577677,FP,wrong_epidemiological_parameter,original_or_data_signal;other_parameter_signal;possible_bucket,possible_candidate,,-1,-1,-1,-1,-1,2,Serology confirms SARS-CoV-2 infection in PCR-negative children presenting with Paediatric Inflammatory Multi-System Syndrome.,2020,2020/06/25,medRxiv : the preprint server for health sciences,1976,"The study involves serology testing for SARS-CoV-2 antibodies in children with PIMS-TS, which is relevant to the question.",,
LEADS-2,covid19,fatality,P5,5,32511635,FP,borderline_possible_over_inclusion,original_or_data_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Dominant extrafollicular B cell responses in severe COVID-19 disease correlate with robust viral-specific antibody production but poor clinical outcomes.,2020,2020/06/09,medRxiv : the preprint server for health sciences,1039,"The study focuses on B cell responses in COVID-19 patients, which is relevant to seroprevalence and antibody studies.",,
LEADS-2,covid19,fatality,P5,5,33013745,FP,non_original_or_secondary_literature,other_parameter_signal;possible_bucket;review_or_commentary_signal;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Evaluation of Neutralizing Antibodies Against Highly Pathogenic Coronaviruses: A Detailed Protocol for a Rapid Evaluation of Neutralizing Antibodies Using Vesicular Stomatitis Virus Pseudovirus-Based Assay.,2020,2020/10/05,Frontiers in microbiology,1731,"The study involves seroprevalence or antibody studies, which can support inference of SARS-CoV-2 infection fatality rates.",,
LEADS-2,covid19,fatality,P5,5,32511657,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Ultra-Sensitive High-Resolution Profiling of Anti-SARS-CoV-2 Antibodies for Detecting Early Seroconversion in COVID-19 Patients.,2020,2020/06/09,medRxiv : the preprint server for health sciences,1202,"The study involves seroconversion in COVID-19 patients, which is relevant to seroprevalence studies.",,
LEADS-2,covid19,fatality,P5,5,32577675,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Serological Assays Estimate Highly Variable SARS-CoV-2 Neutralizing Antibody Activity in Recovered COVID19 Patients.,2020,2020/06/25,medRxiv : the preprint server for health sciences,1757,"The study measures seroprevalence and antibody activity, which can support inference of SARS-CoV-2 infection fatality rates.",,
LEADS-2,covid19,fatality,P5,5,32766572,FP,wrong_epidemiological_parameter,other_parameter_signal;possible_bucket,possible_candidate,,-1,-1,-1,-1,-1,2,A Newcastle disease virus (NDV) expressing membrane-anchored spike as a cost-effective inactivated SARS-CoV-2 vaccine.,2020,2020/08/09,bioRxiv : the preprint server for biology,930,"The study involves an inactivated SARS-CoV-2 vaccine, which is relevant to seroprevalence or antibody studies.",,
LEADS-2,covid19,fatality,P5,5,32511497,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Test performance evaluation of SARS-CoV-2 serological assays.,2020,2020/06/09,medRxiv : the preprint server for health sciences,1835,"The study involves seroprevalence and antibody studies, which can support inference of SARS-CoV-2 infection fatality rates.",,
LEADS-2,covid19,fatality,P5,5,32989938,FP,wrong_epidemiological_parameter,original_or_data_signal;other_parameter_signal;possible_bucket,possible_candidate,,-1,-1,-1,-1,-1,2,Convalescent Plasma Therapy for Coronavirus Disease 2019.,2020,2020/09/29,Infection & chemotherapy,1382,The abstract mentions clinical studies on convalescent plasma therapy for COVID-19.,,
LEADS-2,covid19,fatality,P5,5,32511337,FP,borderline_possible_over_inclusion,other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Broad sarbecovirus neutralizing antibodies define a key site of vulnerability on the SARS-CoV-2 spike protein.,2020,2020/06/09,bioRxiv : the preprint server for biology,957,"The study involves seroprevalence or antibody studies, which can support inference of SARS-CoV-2 infection fatality rates.",,
LEADS-2,covid19,fatality,P5,5,32743600,FP,wrong_epidemiological_parameter,original_or_data_signal;other_parameter_signal;possible_bucket,possible_candidate,,-1,-1,-1,-1,-1,2,Dynamics and significance of the antibody response to SARS-CoV-2 infection.,2020,2020/08/04,medRxiv : the preprint server for health sciences,1626,"The study measures antibody responses to SARS-CoV-2, which is relevant to the question.",,
LEADS-2,covid19,fatality,P5,5,32915172,FP,wrong_epidemiological_parameter,original_or_data_signal;other_parameter_signal;possible_bucket,possible_candidate,,-1,-1,-1,-1,-1,2,"Use of biologicals in allergic and type-2 inflammatory diseases during the current COVID-19 pandemic: Position paper of Ärzteverband Deutscher Allergologen (AeDA)A, Deutsche Gesellschaft für Allergologie und Klinische Immunologie (DGAKI)B, Gesellschaft für Pädiatrische Allergologie und Umweltmedizin (GPA)C, Österreichische Gesellschaft für Allergologie und Immunologie (ÖGAI)D, Luxemburgische Gesellschaft für Allergologie und Immunologie (LGAI)E, Österreichische Gesellschaft für Pneumologie (ÖGP)F in co-operation with the German, Austrian, and Swiss ARIA groupsG, and the European Academy of Allergy and Clinical Immunology (EAACI)H.",2020,2020/09/11,Allergologie select,3426,"The paper discusses the use of biologicals in allergic and type-2 inflammatory diseases, which is relevant to the question.",,
LEADS-2,covid19,fatality,P5,5,32577662,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Relationship between Anti-Spike Protein Antibody Titers and SARS-CoV-2 In Vitro Virus Neutralization in Convalescent Plasma.,2020,2020/06/25,bioRxiv : the preprint server for biology,1715,"The study involves convalescent plasma samples and measures antibody titers, which are relevant to the question.",,
LEADS-2,covid19,fatality,P5,5,32823852,FP,borderline_possible_over_inclusion,possible_bucket,possible_candidate,,-1,-1,-1,-1,-1,2,EDTA-Anticoagulated Whole Blood for SARS-CoV-2 Antibody Testing by Electrochemiluminescence Immunoassay (ECLIA) and Enzyme-Linked Immunosorbent Assay (ELISA).,2020,2020/08/23,"Diagnostics (Basel, Switzerland)",1515,"The study addresses the use of whole blood for SARS-CoV-2 antibody testing, which is relevant to seroprevalence studies.",,
LEADS-2,covid19,fatality,P5,5,32511409,FP,borderline_possible_over_inclusion,other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Potently neutralizing human antibodies that block SARS-CoV-2 receptor binding and protect animals.,2020,2020/06/09,bioRxiv : the preprint server for biology,1495,"The study involves seroprevalence or antibody studies, which can support inference of SARS-CoV-2 infection fatality rates.",,
LEADS-2,covid19,fatality,P5,5,32817969,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,"Detection, prevalence, and duration of humoral responses to SARS-CoV-2 under conditions of limited population exposure.",2020,2020/08/21,medRxiv : the preprint server for health sciences,1451,"The study quantifies population-level exposure and defines correlates of immunity, which can support inference of SARS-CoV-2 infection fatality rates.",,
LEADS-2,covid19,fatality,P5,5,32743612,FP,wrong_epidemiological_parameter,other_parameter_signal;possible_bucket,possible_candidate,,-1,-1,-1,-1,-1,2,Rapid and sensitive detection of SARS-CoV-2 antibodies by biolayer interferometry.,2020,2020/08/04,medRxiv : the preprint server for health sciences,1266,"The study focuses on detecting SARS-CoV-2 antibodies, which is directly related to seroprevalence studies.",,
LEADS-2,covid19,fatality,P5,5,32706959,FP,sparse_metadata_over_inclusion,possible_bucket;sparse_or_no_abstract,possible_candidate,,-1,-1,-1,-1,-1,2,Rapid Decay of Anti-SARS-CoV-2 Antibodies in Persons with Mild Covid-19.,2020,2020/07/25,The New England journal of medicine,0,"The study focuses on the seroprevalence of anti-SARS-CoV-2 antibodies, which is relevant to the question.",,
LEADS-2,covid19,fatality,P5,5,32742241,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;review_or_commentary_signal;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Structure-Based Design with Tag-Based Purification and In-Process Biotinylation Enable Streamlined Development of SARS-CoV-2 Spike Molecular Probes.,2020,2020/08/04,SSRN,2361,"The study involves seroprevalence or antibody studies, which can support inference of SARS-CoV-2 infection fatality rates.",,
LEADS-2,covid19,fatality,P5,5,32511414,FP,borderline_possible_over_inclusion,possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Rapid isolation and profiling of a diverse panel of human monoclonal antibodies targeting the SARS-CoV-2 spike protein.,2020,2020/06/09,bioRxiv : the preprint server for biology,875,"The study isolates human monoclonal antibodies against the SARS-CoV-2 spike protein, which is directly relevant to the question.",,
LEADS-2,covid19,fatality,P5,5,32869034,FP,wrong_epidemiological_parameter,original_or_data_signal;other_parameter_signal;possible_bucket,possible_candidate,,-1,-1,-1,-1,-1,2,"Versatile, Multivalent Nanobody Cocktails Efficiently Neutralize SARS-CoV-2.",2020,2020/09/02,bioRxiv : the preprint server for biology,1297,The study involves seroprevalence or antibody studies related to SARS-CoV-2.,,
LEADS-2,covid19,fatality,P5,5,32587975,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Potent Neutralizing Antibodies Directed to Multiple Epitopes on SARS-CoV-2 Spike.,2020,2020/06/27,bioRxiv : the preprint server for biology,1384,"The study involves seroprevalence or antibody studies, which can support inference of SARS-CoV-2 infection fatality rates.",,
LEADS-2,covid19,fatality,P5,5,32839788,FP,wrong_epidemiological_parameter,other_parameter_signal;possible_bucket,possible_candidate,,-1,-1,-1,-1,-1,2,Engineering luminescent biosensors for point-of-care SARS-CoV-2 antibody detection.,2020,2020/08/26,medRxiv : the preprint server for health sciences,697,"The study involves serology tests for SARS-CoV-2 antibodies, which is directly related to the question.",,
LEADS-2,covid19,fatality,P5,5,32984390,FP,sparse_metadata_over_inclusion,possible_bucket;sparse_or_no_abstract,possible_candidate,,-1,-1,-1,-1,-1,2,The Rapid Coronavirus Antibody Test: Can We Improve Accuracy?,2020,2020/09/28,Frontiers in medicine,0,"The study focuses on the accuracy of the Rapid Coronavirus Antibody Test, which is relevant to seroprevalence studies.",,
LEADS-2,covid19,fatality,P5,5,32714117,FP,non_original_or_secondary_literature,other_parameter_signal;possible_bucket;review_or_commentary_signal;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Neutralizing antibody and soluble ACE2 inhibition of a replication-competent VSV-SARS-CoV-2 and a clinical isolate of SARS-CoV-2.,2020,2020/07/28,SSRN,1345,"The study involves SARS-CoV-2 and neutralizing antibodies, which are relevant to the question.",,
LEADS-2,covid19,fatality,P5,5,32708872,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,"Neutralizing Antibody Production in Asymptomatic and Mild COVID-19 Patients, in Comparison with Pneumonic COVID-19 Patients.",2020,2020/07/26,Journal of clinical medicine,1503,"The study involves seroprevalence or antibody studies in COVID-19 patients, which can support inference of infection fatality rates.",,
LEADS-2,covid19,fatality,P5,5,33518823,FP,wrong_epidemiological_parameter,original_or_data_signal;other_parameter_signal;possible_bucket,possible_candidate,,-1,-1,-1,-1,-1,2,Visualizing the invisible: The effect of asymptomatic transmission on the outbreak dynamics of COVID-19.,2020,2021/02/01,Computer methods in applied mechanics and engineering,2501,"The study uses antibody seroprevalence studies to estimate the prevalence and contagiousness of asymptomatic transmission, which is relevant to the question.",,
LEADS-2,covid19,fatality,P5,5,32702732,FP,borderline_possible_over_inclusion,possible_bucket,possible_candidate,,-1,-1,-1,-1,-1,2,Development of a Multi-Antigenic SARS-CoV-2 Vaccine Using a Synthetic Poxvirus Platform.,2020,2020/07/24,Research square,990,"The study involves a SARS-CoV-2 vaccine and measures immune responses, which are relevant to the question.",,
LEADS-2,covid19,fatality,P5,5,32817961,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Quantifying absolute neutralization titers against SARS-CoV-2 by a standardized virus neutralization assay allows for cross-cohort comparisons of COVID-19 sera.,2020,2020/08/21,medRxiv : the preprint server for health sciences,1752,"The study involves seroprevalence or antibody studies, which can support inference of SARS-CoV-2 infection fatality rates.",,
LEADS-2,covid19,fatality,P5,5,32637957,FP,borderline_possible_over_inclusion,possible_bucket,possible_candidate,,-1,-1,-1,-1,-1,2,Development of a Synthetic Poxvirus-Based SARS-CoV-2 Vaccine.,2020,2020/07/09,bioRxiv : the preprint server for biology,990,"The study involves a synthetic poxvirus-based SARS-CoV-2 vaccine, which is relevant to seroprevalence or antibody studies.",,
LEADS-2,covid19,fatality,P5,5,32869035,FP,wrong_epidemiological_parameter,original_or_data_signal;other_parameter_signal;possible_bucket,possible_candidate,,-1,-1,-1,-1,-1,2,Visualizing the invisible: The effect of asymptomatic transmission on the outbreak dynamics of COVID-19.,2020,2020/09/02,medRxiv : the preprint server for health sciences,2502,"The study uses antibody seroprevalence studies to estimate the prevalence and contagiousness of asymptomatic transmission, which is relevant to the question.",,
LEADS-2,covid19,fatality,P5,5,32743570,FP,borderline_possible_over_inclusion,other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Epitope-resolved profiling of the SARS-CoV-2 antibody response identifies cross-reactivity with an endemic human CoV.,2020,2020/08/04,bioRxiv : the preprint server for biology,1100,"The study involves seroprevalence or antibody studies, which can support inference of SARS-CoV-2 infection fatality rates.",,
LEADS-2,covid19,fatality,P5,5,32793928,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Longitudinal analysis of clinical serology assay performance and neutralising antibody levels in COVID19 convalescents.,2020,2020/08/15,medRxiv : the preprint server for health sciences,2796,"The study involves seroprevalence and antibody studies, which are relevant to the question.",,
LEADS-2,covid19,fatality,P5,5,32743594,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,COVIDOSE: Low-dose tocilizumab in the treatment of Covid-19.,2020,2020/08/04,medRxiv : the preprint server for health sciences,2136,"The study involves seroprevalence or antibody studies in Covid-19 patients, which can support inference of infection fatality rates.",,
LEADS-2,covid19,fatality,P5,5,32410266,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;review_or_commentary_signal;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Immunoregulation with mTOR inhibitors to prevent COVID-19 severity: A novel intervention strategy beyond vaccines and specific antiviral medicines.,2020,2020/05/16,Journal of medical virology,1308,"The paper discusses the use of mTOR inhibitors to prevent COVID-19 severity, which is relevant to seroprevalence and antibody studies.",,
LEADS-2,covid19,fatality,P5,5,32313207,FP,sparse_metadata_over_inclusion,other_parameter_signal;possible_bucket;sparse_or_no_abstract,possible_candidate,,-1,-1,-1,-1,-1,2,Human monoclonal antibodies block the binding of SARS-CoV-2 spike protein to angiotensin converting enzyme 2 receptor.,2020,2020/04/22,Cellular & molecular immunology,0,"The study involves human monoclonal antibodies, which is relevant to the question.",,
LEADS-2,covid19,fatality,P5,5,32577669,FP,wrong_epidemiological_parameter,original_or_data_signal;other_parameter_signal;possible_bucket,possible_candidate,,-1,-1,-1,-1,-1,2,Plasma from recovered COVID19 subjects inhibits spike protein binding to ACE2 in a microsphere-based inhibition assay.,2020,2020/06/25,medRxiv : the preprint server for health sciences,1275,"The study involves serological tests and quantifies anti-SARS-CoV-2 antibodies, which is directly related to the question.",,
LEADS-2,covid19,fatality,P5,5,32766586,FP,wrong_epidemiological_parameter,original_or_data_signal;other_parameter_signal;possible_bucket,possible_candidate,,-1,-1,-1,-1,-1,2,Engineered ACE2 receptor traps potently neutralize SARS-CoV-2.,2020,2020/08/09,bioRxiv : the preprint server for biology,1671,"The study involves SARS-CoV-2 infection and neutralization, which is directly relevant to the question.",,
LEADS-2,covid19,fatality,P5,5,32793916,FP,borderline_possible_over_inclusion,original_or_data_signal;possible_bucket,possible_candidate,,-1,-1,-1,-1,-1,2,Evaluation of Serological SARS-CoV-2 Lateral Flow Assays for Rapid Point of Care Testing.,2020,2020/08/15,medRxiv : the preprint server for health sciences,1598,The study involves seroprevalence studies and assesses the performance of POCTs for SARS-CoV-2 antibodies.,,
LEADS-2,covid19,fatality,P5,5,32743579,FP,wrong_epidemiological_parameter,other_parameter_signal;possible_bucket,possible_candidate,,-1,-1,-1,-1,-1,2,Escape from neutralizing antibodies by SARS-CoV-2 spike protein variants.,2020,2020/08/04,bioRxiv : the preprint server for biology,1056,"The study involves SARS-CoV-2 spike protein variants, which is directly related to the question.",,
LEADS-2,covid19,fatality,P5,5,32954173,FP,wrong_epidemiological_parameter,other_parameter_signal;possible_bucket,possible_candidate,,-1,-1,-1,-1,-1,2,Highly Sensitive Fluorescence-Linked Immunosorbent Assay for the Determination of Human IgG in Serum Using Quantum Dot Nanobeads and Magnetic Fe3O4 Nanospheres.,2020,2020/09/21,ACS omega,1571,"The study aims to develop a method for detecting human IgG, which can be expanded to detect SARS-CoV-2-specific IgM and IgG.",,
LEADS-2,covid19,fatality,P5,5,32839781,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Universal PCR and antibody testing demonstrate little to no transmission of SARS-CoV-2 in a rural community.,2020,2020/08/26,medRxiv : the preprint server for health sciences,1744,"The study measures seroprevalence, which can support inference of SARS-CoV-2 infection fatality rates.",,
LEADS-2,covid19,fatality,P5,5,32817938,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,An ultra-potent synthetic nanobody neutralizes SARS-CoV-2 by locking Spike into an inactive conformation.,2020,2020/08/21,bioRxiv : the preprint server for biology,1603,"The study involves seroprevalence or antibody studies, which can support inference of SARS-CoV-2 infection fatality rates.",,
LEADS-2,covid19,fatality,P5,5,32577655,FP,wrong_epidemiological_parameter,original_or_data_signal;other_parameter_signal;possible_bucket,possible_candidate,,-1,-1,-1,-1,-1,2,Development and validation of IMMUNO-COV™: a high-throughput clinical assay for detecting antibodies that neutralize SARS-CoV-2.,2020,2020/06/25,bioRxiv : the preprint server for biology,2118,"The study involves quantifying SARS-CoV-2 neutralizing antibodies, which is directly related to seroprevalence studies.",,
LEADS-2,covid19,fatality,P5,5,32511401,FP,non_original_or_secondary_literature,other_parameter_signal;possible_bucket;review_or_commentary_signal;target_parameter_signal,possible_candidate,,-1,-1,-1,-1,-1,2,Neutralizing antibody and soluble ACE2 inhibition of a replication-competent VSV-SARS-CoV-2 and a clinical isolate of SARS-CoV-2.,2020,2020/06/09,bioRxiv : the preprint server for biology,1346,"The study involves SARS-CoV-2 and neutralizing antibodies, which are relevant to the question.",,
