model_display,disease,topic,profile,project,pmid,error_kind,primary_type,flags,prediction,llm_tier,disease_score,population_score,location_score,evidence_score,parameter_score,overall_score,title,year,create_date,journal,abstract_len,overall_justification,parameter_justification,evidence_justification
Qwen3.6 Plus,covid19,fatality,P6,6,32483442,FP,plausibly_relevant_not_in_sr_gt,high_5d_scores;original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,4,4,4,"Association of clinical and radiographic findings with the outcomes of 93 patients with COVID-19 in Wuhan, China.",2020,2020/06/03,Theranostics,1835,This study directly addresses the research question by reporting original mortality data from a defined cohort of COVID-19 patients in Wuhan. All relevance dimensions are strongly supported by explicit textual evidence.,Explicitly reports the mortality rate of COVID-19 (25 nonsurvivors out of 93) and analyzes its correlation with clinical markers.,Retrospective cohort study reporting original empirical clinical and radiographic data.
Qwen3.6 Plus,covid19,fatality,P6,6,32247631,FP,plausibly_relevant_not_in_sr_gt,high_5d_scores;original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,4,4,4,Kidney disease is associated with in-hospital death of patients with COVID-19.,2020,2020/04/06,Kidney international,2172,"This prospective cohort study provides original empirical data on in-hospital mortality among COVID-19 patients in Wuhan. It clearly addresses the target disease and reports a specific mortality rate, making it a strong candidate for inclusion.",Directly reports in-hospital mortality rate (16.1%) and analyzes risk factors for death among confirmed cases.,Prospective cohort study reporting original clinical data and survival analysis.
Qwen3.6 Plus,covid19,fatality,P6,6,32175421,FP,plausibly_relevant_not_in_sr_gt,high_5d_scores;original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,4,4,4,Early estimation of the case fatality rate of COVID-19 in mainland China: a data-driven analysis.,2020,2020/03/17,Annals of translational medicine,1381,This study explicitly estimates the CFR of COVID-19 using original surveillance data from mainland China. It directly addresses the research question with clear empirical evidence and parameter reporting.,Directly estimates and reports the case fatality rate (CFR) with confidence intervals for multiple regions.,Original data-driven statistical analysis using daily surveillance counts of cases and deaths.
Qwen3.6 Plus,covid19,fatality,P6,6,33029089,FP,weak_or_indirect_target_parameter,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal;weak_parameter_score,possible_candidate,P,4,4,4,4,2,3,Association of procalcitonin levels with the progression and prognosis of hospitalized patients with COVID-19.,2020,2020/10/08,International journal of medical sciences,2260,"The study is an original empirical investigation of COVID-19 patients in Wuhan that analyzes mortality as a prognostic outcome. However, it focuses on identifying risk factors (procalcitonin levels) rather than reporting the overall mortality or case fatality rate, making it a possible candidate requiring full-text verification.","Analyzes mortality as a prognostic outcome using hazard ratios and odds ratios, but does not explicitly report the overall mortality rate or case fatality rate.","Retrospective cohort study reporting original empirical data, statistical analyses, and survival curves."
Qwen3.6 Plus,covid19,fatality,P6,6,32191764,FP,weak_or_indirect_target_parameter,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal;weak_parameter_score,possible_candidate,P,4,4,4,4,2,3,"Association of radiologic findings with mortality of patients infected with 2019 novel coronavirus in Wuhan, China.",2020,2020/03/20,PloS one,1725,"This original study examines radiologic predictors of mortality in a small cohort of COVID-19 patients in Wuhan. While it reports death counts and analyzes mortality prediction, it does not focus on estimating the overall mortality or case fatality rate, warranting full-text review to confirm relevance.","Reports the number of deaths and evaluates CT findings for mortality prediction, but does not explicitly calculate or report the overall mortality rate or case fatality rate.",Retrospective study collecting and analyzing original clinical and radiologic data from a patient cohort.
Qwen3.6 Plus,covid19,fatality,P6,6,32283117,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,P,4,4,4,4,3,4,"In-hospital cardiac arrest outcomes among patients with COVID-19 pneumonia in Wuhan, China.",2020,2020/04/14,Resuscitation,1636,"The study provides original empirical data on COVID-19 patients in Wuhan and explicitly reports survival/mortality outcomes for a specific clinical subgroup. While highly relevant to disease and evidence dimensions, the parameter is restricted to in-hospital cardiac arrest patients rather than overall CFR, warranting full-text verification.","Reports 30-day survival (2.9%) and implies mortality for a specific subgroup (in-hospital cardiac arrest patients), which is a closely related fatality parameter derived from primary data.",Retrospective evaluation of 136 patients with clear data collection and reporting of original empirical outcomes.
Qwen3.6 Plus,covid19,fatality,P6,6,32303885,FP,borderline_possible_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal,possible_candidate,P,4,4,4,4,3,4,Summary of 20 tracheal intubation by anesthesiologists for patients with severe COVID-19 pneumonia: retrospective case series.,2020,2020/04/19,Journal of anesthesia,1364,"The paper presents original clinical data on COVID-19 patients and directly reports short-term mortality for a specific intubated subgroup. As it does not estimate overall population CFR, full-text review is needed to confirm broader relevance to the systematic review question.","Explicitly reports 7-day mortality (7 out of 20 patients died) for intubated severe COVID-19 cases, providing a direct fatality estimate from primary cohort data.",Retrospective case series of 20 patients with explicit primary data collection and outcome reporting.
Qwen3.6 Plus,covid19,fatality,P6,6,32456948,FP,weak_or_indirect_target_parameter,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal;weak_parameter_score,possible_candidate,P,4,4,3,4,2,3,Cardiovascular disease potentially contributes to the progression and poor prognosis of COVID-19.,2020,2020/05/28,"Nutrition, metabolism, and cardiovascular diseases : NMCD",1783,"This is an original clinical study of COVID-19 patients that identifies cardiovascular disease as a risk factor for poor prognosis and higher mortality. However, the abstract only reports comparative mortality without providing explicit mortality or case fatality rates, requiring full-text review to determine if the target parameter is quantified.",Reports mortality as a comparative clinical outcome ('higher mortality') but does not explicitly state a mortality rate or CFR value in the abstract; full text is needed to verify if exact rates were calculated.,"Reports original empirical data collected from patient medical records, with direct comparison between CVD and non-CVD groups."
Qwen3.6 Plus,covid19,fatality,P6,6,32865152,FP,plausibly_relevant_not_in_sr_gt,high_5d_scores;original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,4,4,4,A Retrospective Analysis and Comparison of Prisoners and Community-Based Patients with COVID-19 Requiring Intensive Care During the First Phase of the Pandemic in West Texas.,2020,2020/09/01,Journal of primary care & community health,1670,"The study directly addresses COVID-19 mortality in a specific human population, reporting original empirical CFR data from a real-world clinical setting. It clearly meets all inclusion criteria.",Explicitly reports a case fatality rate of 60% for both groups as a primary study result.,Reports original retrospective analysis of 20 hospitalized patients with clinical and outcome data.
Qwen3.6 Plus,covid19,fatality,P6,6,32233161,FP,broad_topic_over_inclusion,original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,3,4,4,"Analysis on 54 Mortality Cases of Coronavirus Disease 2019 in the Republic of Korea from January 19 to March 10, 2020.",2020,2020/04/02,Journal of Korean medical science,444,The paper directly analyzes COVID-19 mortality data and explicitly reports the national case fatality rate based on original surveillance data. It meets all criteria for a strong candidate.,Explicitly calculates and reports the overall case fatality rate (0.7%) for COVID-19 in Korea as a key finding.,"Presents original analysis of 54 mortality cases and national case counts up to March 10, 2020."
Qwen3.6 Plus,covid19,fatality,P6,6,32396542,FP,broad_topic_over_inclusion,original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,3,4,4,Time-to-Death approach in revealing Chronicity and Severity of COVID-19 across the World.,2020,2020/05/13,PloS one,1808,"This study presents an original modeling analysis of global and country-specific COVID-19 data to project mortality rates over time. It directly reports mortality rate estimates and projections, making it a strong candidate for the review.","Explicitly estimates and projects mortality rates (e.g., 1%, 10%) based on exposure duration, directly addressing the target parameter.",Reports original modeling analysis using generalized linear models applied to aggregate surveillance data.
Qwen3.6 Plus,covid19,fatality,P6,6,33362576,FP,broad_topic_over_inclusion,original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,4,3,4,"Influence of Cigarettes and Alcohol on the Severity and Death of COVID-19: A Multicenter Retrospective Study in Wuhan, China.",2020,2020/12/28,Frontiers in physiology,1174,This multicenter retrospective study explicitly investigates COVID-19 in human patients and reports mortality/death rates as a primary outcome. It provides original empirical data suitable for assessing COVID-19 mortality.,Directly analyzes and reports death rates/mortality as a clinical outcome in relation to smoking and alcohol exposure.,Reports original empirical data from a multicenter retrospective cohort study with primary data collection and analysis.
Qwen3.6 Plus,covid19,fatality,P6,6,33125396,FP,broad_topic_over_inclusion,original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,4,3,4,Effect of blood analysis and immune function on the prognosis of patients with COVID-19.,2020,2020/10/30,PloS one,1473,"This is a strong candidate that directly studies COVID-19 in a human cohort and reports original mortality data. It provides clear empirical evidence of in-hospital deaths and analyzes mortality predictors, meeting all core inclusion criteria.",Directly reports mortality outcomes (14 deaths out of 85 patients) and analyzes predictors of in-hospital mortality using the study's own clinical data.,Retrospective cohort study reporting original empirical data collected from patient medical records.
Qwen3.6 Plus,covid19,fatality,P6,6,32379502,FP,broad_topic_over_inclusion,original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,3,4,4,Estimating The Infection Fatality Rate Among Symptomatic COVID-19 Cases In The United States.,2020,2020/05/08,Health affairs (Project Hope),1155,The study directly addresses COVID-19 in a US human population and uses original empirical data to model and estimate the infection fatality rate. It strongly aligns with the research question and reports the target parameter.,Directly estimates and reports the infection fatality rate (IFR) and references case fatality rates (CFR) as core study outcomes.,Presents original statistical modeling and estimation using empirical surveillance data; not a review or editorial.
Qwen3.6 Plus,covid19,fatality,P6,6,33570340,FP,weak_or_indirect_target_parameter,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal;weak_parameter_score,possible_candidate,P,4,4,4,3,2,3,"Spatial variability of SARS-CoV-2 infection in the Silesian voivodeship, Poland.",2020,2021/02/11,Przeglad epidemiologiczny,1290,"The study analyzes regional SARS-CoV-2 surveillance data including deaths, but the abstract lacks a specific reported mortality or CFR estimate. It is a possible candidate requiring full-text verification to confirm parameter reporting.","Mentions analyzing the frequency of mortality across districts and notes variation, but does not explicitly report a specific mortality or case fatality rate in the abstract.","Analyzes original surveillance data (daily reports from the Provincial Sanitary Station) on infected, hospitalized, and deceased individuals."
Qwen3.6 Plus,covid19,fatality,P6,6,32224151,FP,plausibly_relevant_not_in_sr_gt,high_5d_scores;original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,4,4,4,"Clinical characteristics of COVID-19-infected cancer patients: a retrospective case study in three hospitals within Wuhan, China.",2020,2020/04/01,Annals of oncology : official journal of the European Society for Medical Oncology,2259,The study is a retrospective cohort that directly reports a mortality rate (28.6%) for COVID-19-infected cancer patients using original clinical data. It strongly matches all inclusion criteria.,Explicitly reports a mortality rate of 28.6% for the studied cohort as a direct study result.,Original retrospective cohort study collecting primary clinical data from hospital medical records.
Qwen3.6 Plus,covid19,fatality,P6,6,32881860,FP,broad_topic_over_inclusion,original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,4,3,4,"Risk factors associated with mortality in hospitalized patients with SARS-CoV-2 infection. A prospective, longitudinal, unicenter study in Reus, Spain.",2020,2020/09/04,PloS one,1637,This is an original prospective cohort study of hospitalized COVID-19 patients that reports mortality counts and analyzes associated risk factors. It directly addresses the target parameter with primary data.,"Reports mortality outcomes (43 deaths among 188 patients) and analyzes risk factors associated with mortality, providing direct empirical data on fatality.","Prospective, longitudinal unicenter study collecting original demographic, clinical, and outcome data."
Qwen3.6 Plus,covid19,fatality,P6,6,32407836,FP,weak_or_indirect_target_parameter,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal;weak_parameter_score,possible_candidate,P,4,4,4,4,2,3,Longitudinal hematologic and immunologic variations associated with the progression of COVID-19 patients in China.,2020,2020/05/15,The Journal of allergy and clinical immunology,1918,"The study presents original clinical data on COVID-19 patient outcomes in China, focusing on biomarkers associated with fatal outcomes. While it does not explicitly state a mortality or case fatality rate in the abstract, the clear outcome data suggests the parameter may be derivable or reported in the full text.",Analyzes fatal outcomes and predictors of mortality but does not explicitly report a mortality or case fatality rate in the abstract; the parameter is implied through outcome classification (discharged vs deceased).,Retrospective cohort study reporting original empirical data on patient biomarkers and clinical outcomes.
Qwen3.6 Plus,covid19,fatality,P6,6,32334207,FP,broad_topic_over_inclusion,original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,3,4,4,Real-time estimation and prediction of mortality caused by COVID-19 with patient information based algorithm.,2020,2020/04/26,The Science of the total environment,1473,"The study explicitly investigates COVID-19 mortality using real patient data to compute death rate estimates. It provides original empirical analysis and directly reports the target parameter, meeting all inclusion criteria strongly.",Directly reports and estimates the death rate/case fatality rate (0.75% to 3%) as a core study result.,Reports original primary analysis applying a novel algorithm (PIBA) to publicly available patient data to estimate death rates.
Qwen3.6 Plus,covid19,fatality,P6,6,32692000,FP,broad_topic_over_inclusion,original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,4,3,4,Analysis of clinical characteristics and outcomes in patients with COVID-19 based on a series of 1000 patients treated in Spanish emergency departments.,2020,2020/07/22,Emergencias : revista de la Sociedad Espanola de Medicina de Emergencias,2181,This is a strong candidate that reports original empirical data on COVID-19 clinical characteristics and in-hospital death outcomes in a large Spanish cohort. It directly addresses mortality risk and provides primary analysis suitable for the review.,Directly analyzes in-hospital death outcomes and calculates odds ratios for mortality risk from primary cohort data.,"Prospective, multicenter, nested-cohort study collecting and analyzing primary clinical and outcome data."
Qwen3.6 Plus,covid19,fatality,P6,6,33061341,FP,broad_topic_over_inclusion,original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,4,3,4,"Clinical Courses and Outcomes of Patients with Chronic Obstructive Pulmonary Disease During the COVID-19 Epidemic in Hubei, China.",2020,2020/10/16,International journal of chronic obstructive pulmonary disease,1639,This study provides original cohort data on COVID-19 outcomes and explicitly reports mortality figures and risk factors. It is highly relevant to the research question on COVID-19 fatality.,"Explicitly evaluates mortality, reports confirmed death counts, and analyzes risk factors for all-cause mortality in COVID-19 patients from original data.","Prospective cohort follow-up and retrospective analysis of 821 patients, providing original empirical data."
Qwen3.6 Plus,covid19,fatality,P6,6,33062732,FP,broad_topic_over_inclusion,original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,3,4,4,"World one-hundred days after COVID-19 outbreak: Incidence, case fatality rate, and trend.",2020,2020/10/16,Journal of education and health promotion,2041,"This study directly addresses the research question by calculating and analyzing global and regional COVID-19 case fatality rates using surveillance data. It provides original empirical estimates of the target parameter, making it a strong candidate for inclusion.",Directly calculates and reports the global and regional case fatality rate (CFR) as a primary outcome.,Descriptive-analytical study reporting original statistical analysis of aggregate case and death counts using regression models.
Qwen3.6 Plus,covid19,fatality,P6,6,32654963,FP,broad_topic_over_inclusion,original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,3,4,3,4,Prognostic Value of Right Ventricular Longitudinal Strain in Patients With COVID-19.,2020,2020/07/14,JACC. Cardiovascular imaging,2438,"This is an original clinical cohort study that directly reports mortality outcomes and predictors among 120 hospitalized COVID-19 patients. It clearly addresses the target disease, provides original empirical data, and reports mortality rates/outcomes, making it a strong candidate.","Directly reports mortality outcomes from its own cohort (18 deaths out of 120 patients) and analyzes predictors of mortality, providing clear empirical mortality data.","Reports original empirical data from a prospective clinical cohort, including patient characteristics, echocardiographic measurements, follow-up outcomes, and statistical modeling."
Qwen3.6 Plus,covid19,fatality,P6,6,32345226,FP,plausibly_relevant_not_in_sr_gt,high_5d_scores;original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,4,4,4,"Clinical characteristics of patients with 2019 coronavirus disease in a non-Wuhan area of Hubei Province, China: a retrospective study.",2020,2020/04/30,BMC infectious diseases,1750,"This retrospective study clearly investigates COVID-19 in a human cohort and directly reports a mortality rate based on original patient data. All dimensions are strongly supported by explicit textual evidence, making it a strong candidate for inclusion.",Directly reports a mortality rate of 2.2% (2 deaths out of 91 patients) and explicitly discusses the mortality rate in the conclusions.,Retrospective study reporting original empirical data collected from patient records.
Qwen3.6 Plus,covid19,fatality,P6,6,32695551,FP,plausibly_relevant_not_in_sr_gt,high_5d_scores;original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,4,4,4,"SARS-CoV-2 induced thrombocytopenia as an important biomarker significantly correlated with abnormal coagulation function, increased intravascular blood clot risk and mortality in COVID-19 patients.",2020,2020/07/23,Experimental hematology & oncology,2445,"The study is highly relevant, explicitly investigating COVID-19 in a human cohort and directly reporting mortality/survival rates from original clinical data. It meets all criteria for a strong candidate.",Directly reports survival/mortality rates (85.7% vs 100%) computed from its own patient data.,Reports original empirical data from a clinical cohort with clearly described methods and results.
Qwen3.6 Plus,covid19,fatality,P6,6,33554942,FP,plausibly_relevant_not_in_sr_gt,high_5d_scores;original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,4,4,4,Retrospective analysis of the first 50 emergency/elective surgical cases in terms of mortality and morbidity in CoVid-19 Pandemic Hospital in Istanbul.,2020,2021/02/08,Annali italiani di chirurgia,1478,"The paper clearly addresses COVID-19 in a human population and directly reports mortality data from its own retrospective analysis, meeting all criteria for inclusion.",Explicitly reports mortality outcomes (1 death among 50 patients) as a primary study result.,Presents original retrospective clinical data with specific methods and patient outcomes.
Qwen3.6 Plus,covid19,fatality,P6,6,32209384,FP,sparse_metadata_over_inclusion,original_or_data_signal;other_parameter_signal;sparse_or_no_abstract;target_parameter_signal,strong_candidate,S,4,4,4,3,4,4,Wuhan and Hubei COVID-19 mortality analysis reveals the critical role of timely supply of medical resources.,2020,2020/03/27,The Journal of infection,0,"The title and keywords explicitly address COVID-19 mortality in a defined real-world human population. Although the exact methodology is constrained by limited metadata, the direct focus on mortality analysis makes it a strong candidate for full-text review.","Title explicitly states 'mortality analysis', directly aligning with the target parameter. Limited metadata does not obscure this clear focus.","Title indicates a 'mortality analysis', suggesting empirical data evaluation. Given the limited metadata, the exact study design is not fully detailed, but it plausibly reports original data."
Qwen3.6 Plus,covid19,fatality,P6,6,32292261,FP,weak_original_evidence,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal;weak_evidence_score,possible_candidate,P,4,4,4,2,4,4,Biological and epidemiological trends in the prevalence and mortality due to outbreaks of novel coronavirus COVID-19.,2020,2020/04/16,Journal of King Saud University. Science,1868,"The study addresses COVID-19 and reports a mortality rate, but relies on secondary dashboard data rather than primary collection. It meets parameter and disease criteria but has moderate evidence strength.",Explicitly calculates and reports a global mortality rate of 4.84% from the analyzed dataset.,"Relies on secondary aggregate data from public dashboards (WHO, Worldometer, CDC) without primary data collection; performs original trend analysis."
Qwen3.6 Plus,covid19,fatality,P6,6,32118390,FP,plausibly_relevant_not_in_sr_gt,high_5d_scores;original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,4,4,4,[Epidemiological characteristics of novel coronavirus pneumonia in Henan].,2020,2020/03/03,Zhonghua jie he he hu xi za zhi = Zhonghua jiehe he huxi zazhi = Chinese journal of tuberculosis and respiratory diseases,2153,The paper is an original epidemiological study of COVID-19 cases that explicitly reports a fatality rate. It strongly meets all inclusion criteria with clear empirical data.,Explicitly reports a fatality rate of 1.5% derived directly from the studied cohort.,Original epidemiological study analyzing official health commission surveillance data on confirmed cases and outcomes.
Qwen3.6 Plus,covid19,fatality,P6,6,32064853,FP,plausibly_relevant_not_in_sr_gt,high_5d_scores;original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,4,4,4,[The epidemiological characteristics of an outbreak of 2019 novel coronavirus diseases (COVID-19) in China].,2020,2020/02/18,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,1669,This study directly addresses the research question by analyzing a large national dataset of COVID-19 cases and explicitly reporting the case fatality rate. It meets all criteria for original empirical evidence and target parameter reporting.,Explicitly calculates and reports an overall case-fatality rate of 2.3% based on its own surveillance data.,"Reports original empirical data from a descriptive analysis of 72,314 patient records extracted from China's Infectious Disease Information System."
Qwen3.6 Plus,covid19,fatality,P6,6,32253448,FP,sparse_metadata_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;sparse_or_no_abstract;target_parameter_signal,possible_candidate,P,4,4,4,4,3,4,Clinicolaboratory study of 25 fatal cases of COVID-19 in Wuhan.,2020,2020/04/08,Intensive care medicine,0,"This retrospective study examines fatal COVID-19 cases in Wuhan, providing direct empirical evidence on human mortality. While it characterizes fatal cases rather than explicitly calculating a population-level mortality rate, it remains highly relevant to the research question and warrants full-text verification despite limited metadata.","Focuses on 'fatal cases' and 'Cause of Death', which is highly relevant to mortality. Given limited metadata, it appears to be a case series rather than a direct rate calculation, but remains plausibly relevant.","Keywords explicitly state 'Retrospective Studies' and title describes a 'clinicolaboratory study of 25 fatal cases', confirming primary empirical data. Limited metadata still clearly indicates original research."
Qwen3.6 Plus,covid19,fatality,P6,6,31992388,FP,broad_topic_over_inclusion,original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,3,4,4,"Real-time tentative assessment of the epidemiological characteristics of novel coronavirus infections in Wuhan, China, as at 22 January 2020.",2020,2020/01/30,Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin,471,"This study directly addresses the research question by providing an early empirical estimate of the fatality risk for 2019-nCoV in Wuhan. It reports original data analysis and explicitly states the target parameter, making it a strong candidate.",Explicitly reports a fatality risk estimate of 14% (95% CI: 3.9-32%) among hospitalized cases as a study result.,Reports original empirical analysis estimating fatality risk from early reported case data; publication type unspecified but abstract indicates a primary assessment.
Qwen3.6 Plus,covid19,fatality,P6,6,32665858,FP,plausibly_relevant_not_in_sr_gt,high_5d_scores;original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,4,4,4,D-dimer as a biomarker for disease severity and mortality in COVID-19 patients: a case control study.,2020,2020/07/16,Journal of intensive care,2049,The paper presents original clinical data from a cohort of COVID-19 patients and explicitly reports the in-hospital mortality rate. It strongly aligns with the research question and provides clear empirical evidence.,Explicitly reports an in-hospital mortality rate of 6.9% as a primary result.,Retrospective case-control study reporting original empirical data and statistical analysis.
Qwen3.6 Plus,covid19,fatality,P6,6,32232979,FP,weak_or_indirect_target_parameter,original_or_data_signal;other_parameter_signal;possible_bucket;target_parameter_signal;weak_parameter_score,possible_candidate,P,4,4,4,3,2,3,"Analysis of heart injury laboratory parameters in 273 COVID-19 patients in one hospital in Wuhan, China.",2020,2020/04/02,Journal of medical virology,910,"The study investigates COVID-19 patients in Wuhan and analyzes factors associated with severity and case fatality, but does not explicitly report the fatality rate itself, making it a possible candidate requiring full-text verification.",Mentions association with case fatality rate but focuses on laboratory predictors rather than explicitly reporting the CFR value in the abstract.,Original empirical study analyzing laboratory indicators from a defined patient cohort.
Qwen3.6 Plus,covid19,fatality,P6,6,33166991,FP,broad_topic_over_inclusion,original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,3,4,3,4,A cohort study of 676 patients indicates D-dimer is a critical risk factor for the mortality of COVID-19.,2020,2020/11/09,PloS one,1283,"This original cohort study directly addresses COVID-19 mortality by reporting survival outcomes and identifying risk factors, making it a strong candidate for inclusion.","Directly reports mortality outcomes (140 non-survivors vs. 536 survivors) and analyzes mortality risk factors, providing empirical data on COVID-19 mortality.",Original retrospective cohort study with clear data collection and statistical analysis of clinical outcomes.
Qwen3.6 Plus,covid19,fatality,P6,6,32734152,FP,weak_original_evidence,original_or_data_signal;possible_bucket;target_parameter_signal;weak_evidence_score,possible_candidate,P,4,4,4,2,3,3,A logistic model for age-specific COVID-19 case-fatality rates.,2020,2020/08/01,JAMIA open,612,"The study explicitly addresses COVID-19 case-fatality rates using a mathematical model applied to real-world aggregate data from China and Italy. While it does not present new primary data collection, it provides original analytical estimates of the target parameter, warranting full-text review.","Directly models and estimates age-specific case-fatality rates (CFR), providing predicted upper limits for different demographics.",Mathematical modeling study that applies a logistic model to existing aggregate CFR data rather than collecting new primary empirical data.
Qwen3.6 Plus,covid19,fatality,P6,6,32765138,FP,plausibly_relevant_not_in_sr_gt,high_5d_scores;original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,4,4,4,Critically Ill Patients with Coronavirus Disease 2019 in a Designated ICU: Clinical Features and Predictors for Mortality.,2020,2020/08/09,Risk management and healthcare policy,1371,This study directly addresses the research question by reporting mortality rates and prognostic factors in a defined cohort of critically ill COVID-19 patients. All dimensions are strongly supported by the abstract.,Explicitly reports mortality outcomes (41/59 deaths) and identifies predictors of mortality.,Original cohort study collecting and analyzing clinical and outcome data from 59 patients.
Qwen3.6 Plus,covid19,fatality,P6,6,32336080,FP,review_signal_overridden_by_model,high_5d_scores;original_or_data_signal;other_parameter_signal;review_or_commentary_signal;target_parameter_signal,strong_candidate,S,4,4,4,4,4,4,Extracorporeal membrane oxygenation for critically ill patients with coronavirus-associated disease 2019: an updated perspective of the European experience.,2020,2020/04/28,Minerva cardioangiologica,1725,The paper provides empirical mortality and case fatality estimates for a specific subgroup of critically ill COVID-19 patients. It clearly meets all inclusion criteria with strong textual evidence.,Explicitly reports the death rate (17.1%) and case fatality during ECMO treatment as primary outcomes.,"Original empirical analysis of EuroELSO registry data for 333 patients, using bootstrapping and logistic regression."
Qwen3.6 Plus,covid19,fatality,P6,6,32188484,FP,sparse_metadata_over_inclusion,original_or_data_signal;other_parameter_signal;possible_bucket;sparse_or_no_abstract;target_parameter_signal;weak_parameter_score,possible_candidate,P,4,4,3,4,2,3,Host susceptibility to severe COVID-19 and establishment of a host risk score: findings of 487 cases outside Wuhan.,2020,2020/03/20,"Critical care (London, England)",0,"Given the title-only screening constraints, the study clearly addresses COVID-19 in humans with primary data. Although mortality is not explicitly stated, the focus on severe cases makes it plausible that fatality data are reported, warranting full-text verification.","Based on the limited title and keywords, the focus is on disease severity and host risk scores rather than explicitly stating mortality or case fatality rate. However, severity studies often report mortality outcomes, making it plausible but unconfirmed.","Reports findings from a specific cohort of 487 cases, indicating primary empirical data collection."
Qwen3.6 Plus,covid19,fatality,P6,6,32328724,FP,sparse_metadata_over_inclusion,high_5d_scores;original_or_data_signal;other_parameter_signal;sparse_or_no_abstract;target_parameter_signal,strong_candidate,S,4,4,4,4,4,4,"15-day mortality and associated risk factors for hospitalized patients with COVID-19 in Wuhan, China: an ambispective observational cohort study.",2020,2020/04/25,Intensive care medicine,0,"The title and keywords unambiguously indicate a primary cohort study reporting mortality outcomes for COVID-19 patients in Wuhan. Despite limited metadata, the direct mention of mortality makes this a strong candidate for inclusion.","Title explicitly mentions 15-day mortality, and keywords include Hospital Mortality, directly and unmistakably matching the target parameter.","Described as an ambispective observational cohort study, indicating primary empirical research rather than a review or commentary."
Qwen3.6 Plus,covid19,fatality,P6,6,33071977,FP,plausibly_relevant_not_in_sr_gt,high_5d_scores;original_or_data_signal;other_parameter_signal;target_parameter_signal,strong_candidate,S,4,4,4,4,4,4,"Risk Factors for Poor Outcomes of Diabetes Patients With COVID-19: A Single-Center, Retrospective Study in Early Outbreak in China.",2020,2020/10/19,Frontiers in endocrinology,2416,This retrospective study directly investigates COVID-19 outcomes in a specific human population and explicitly reports a mortality rate (15.4%). It provides clear original empirical evidence relevant to the research question.,Explicitly reports a mortality rate of 15.4% among the studied cohort.,Reports original empirical data from a retrospective cohort study of 52 patients.
